#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	NveB E(PSI)	Mono E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions	chr	strand	Junctions coords	Exons coords	IR coords	UCSC LSV Link
SHMT2	ENSG00000182199	ENSG00000182199:t:57231713-57231979	-0.010133629937368336;-0.3898140790508282;0.42125747459919116	0.0002830724917425618;0.9664814122110494;0.9776018992839216	0.00011561941995408276;2.8926728387057565e-06;3.1415809114791467e-06	0.058;0.483;0.458	0.030;0.076;0.894	t|1e1.1o1|1e2.2o2|1e3.1o1	False	False	True	3	4	1;1;1	chr12	+	57229811-57231713;57231000-57231713;57231560-57231713	57229573-57229811;57230701-57231000;57231448-57231560;57231713-57231979		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A57231979-57229573
CRELD2	ENSG00000184164	ENSG00000184164:s:49923210-49923400	0.6339541829919131;-0.007519831055239308;-0.6034817517777802	0.999784379968802;9.153378786854332e-05;0.99943281011209	1.8827000703514816e-07;5.1498136829697394e-05;2.2609558869568502e-07	0.232;0.037;0.731	0.853;0.009;0.138	s|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;1;1	chr22	+	49923317-49924360;49923317-49925417;49923401-49924359	49923210-49923400;49924360-49924455;49925417-49926505	49923401-49924359	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A49926505-49923210
CRELD2	ENSG00000184164	ENSG00000184164:t:49924360-49924455	-5.8934115069070214e-05;0.6265837412949925;-0.6263789807943548	6.1187016765344195e-06;0.9996909914902778;0.9997040227550026	9.82872435156823e-05;2.091902399636858e-07;2.0445518200684631e-07	0.010;0.239;0.752	0.009;0.853;0.138	t|1e1.1o1|1e2.2o3|i	False	False	True	3	3	1;1;1	chr22	+	49922707-49924360;49923317-49924360;49923401-49924359	49922612-49922707;49923210-49923400;49924360-49924455	49923401-49924359	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A49924455-49922612
ZNF548	ENSG00000188785	ENSG00000188785:s:57389850-57390114	-0.20221289272636245;0.001860374785880854;0.00046351746137473804;0.18476174773156384;0.00046351746137473804	0.5075140872112583;0.00024027253219816697;5.417776917209282e-06;0.464540000535004;5.417776917209282e-06	1.3646060926797432e-06;0.00015426500417398126;0.00022417264347521573;7.920874950319463e-06;0.00022417264347521573	0.241;0.037;0.003;0.715;0.003	0.007;0.042;0.007;0.938;0.007	s|1e1.2o3|1e2.2o2|1e3.1o2|1e3.2o2|1e4.2o2	False	True	True	5	5	1;1;1;1;1	chr19	+	57390114-57390722;57390114-57392801;57390114-57394043;57390114-57394188;57390114-57397048	57389850-57390114;57390453-57390845;57392788-57392948;57394043-57394223;57396905-57397351		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A57397351-57389850
ZNF548	ENSG00000188785	ENSG00000188785:t:57394043-57394223	0.000550505709288129;0.30397349138113194;0.000550505709288129;-0.31761635723884407	3.63446493478748e-06;0.8502097693053104;3.63446493478748e-06;0.8823389365547673	0.00023984404690703762;6.034236049634297e-06;0.00023984404690703762;5.480115797595886e-06	0.003;0.514;0.003;0.480	0.008;0.851;0.008;0.134	t|1e1.1o1|2e1.1o1|2e2.1o1|2e3.1o1	False	True	True	4	4	1;1;1;1	chr19	+	57390114-57394043;57390114-57394188;57390845-57394188;57392948-57394188	57389850-57390114;57390453-57390845;57392788-57392948;57394043-57394223		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A57394223-57389850
DDI2	ENSG00000197312	ENSG00000197312:t:15659837-15669044	-0.15274844179470637;0.393423210713358;-0.12653526982738164	0.3662327063000086;0.8986218639395163;0.2756123202193716	2.9585541062582266e-06;1.1841125557351256e-06;3.2336175200819994e-06	0.405;0.245;0.350	0.171;0.682;0.147	t|1e1.1o1|1e2.1o2|i	False	False	True	3	3	0;1;0	chr1	+	15651895-15659837;15656679-15659837;15656986-15659836	15651706-15651895;15656421-15656985;15659837-15669044	15656986-15659836	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A15669044-15651706
DDX42	ENSG00000198231	ENSG00000198231:t:63800151-63800617	0.06933856825012569;0.053432641263670186;0.08195210318710172;-0.2578545810687385	0.005849552717458357;2.9392145021400768e-05;0.02046813726525595;0.8248320167448466	4.738045863735845e-06;9.237646713488493e-06;3.4223557381133735e-06;6.803693652912557e-08	0.137;0.041;0.188;0.632	0.228;0.108;0.293;0.371	t|1e1.1o2|1e2.1o1|1e3.1o1|i	False	False	True	4	4	1;1;1;0	chr17	+	63798099-63800468;63799523-63800468;63799625-63800468;63799626-63800150	63798038-63798196;63799480-63799523;63799589-63799625;63800151-63800617	63799626-63800150	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A63800617-63798038
PSMB8	ENSG00000204264	ENSG00000204264:s:32842942-32843089	0.22792507196277292;-1.6272266241008947e-09;-0.2275060892388429	0.7078289694193187;7.940106432803389e-21;0.705130517765452	3.9454074091138e-08;0.999990093113785;4.053539914838922e-08	0.367;0.001;0.631	0.599;0.001;0.400	s|1e1.1o2|1e1.2o2|i	False	True	False	3	2	1;1;1	chr6	-	32842783-32842942;32842711-32842942;32842784-32842941	32842672-32842783;32842942-32843089	32842784-32842941	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A32843089-32842672
PSMB8	ENSG00000204264	ENSG00000204264:t:32842942-32843089	-0.08805679378921275;0.28652484139421974;-0.17478835689412386	0.017045061438732943;0.9571008896884514;0.31785271862478937	2.9634747392703886e-06;1.6650306867669175e-10;1.28053964765229e-07	0.403;0.241;0.356	0.294;0.529;0.186	t|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;1;0	chr6	-	32843089-32844279;32843089-32843850;32843090-32843849	32842942-32843089;32843850-32844047;32844279-32844679	32843090-32843849	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A32844679-32842942
AC135983.3	ENSG00000223509	ENSG00000223509:t:32533195-32533741	0.2001131741706385;-0.018824117582319718;-0.06966991431535662;-0.06382851433383534	0.5094525036600548;0.012134606885668012;0.046061037713202;0.0011624442113697911	1.1629098495797923e-06;1.0580124291115212e-05;4.438413676699504e-06;6.294705105602816e-06	0.182;0.444;0.259;0.116	0.426;0.403;0.146;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	4	4	1;0;0;0	chr15	-	32533368-32536298;32533368-32535924;32533368-32535273;32533742-32535272	32533195-32533741;32535273-32535376;32535924-nan;32536298-32536926	32533742-32535272	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A32536926-32533195
C5orf66	ENSG00000224186	ENSG00000224186:s:135350696-135350922	0.7660865283114944;0.00019277618675639385;-0.7701602571642989	0.9999999999127632;1.575928764234113e-07;0.9999999998794047	3.495989300431269e-10;0.00028320769115469657;6.392677498467947e-10	0.023;0.006;0.972	0.775;0.007;0.218	s|1e1.1o1|2e2.1o1|i	True	False	True	3	3	0;1;0	chr5	+	135350913-135352946;135350922-135355049;135350923-135355048	135350696-135350922;135352946-nan;135355049-135358219	135350923-135355048	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A135358219-135350696
CHMP4A	ENSG00000254505	ENSG00000254505:t:24211680-24212109	0.21657118479712295;0.00010272689219671715;-0.00032504663446617193;0.00010272689219671715;0.00010272689219671715;-0.2115851107787311	0.5933893705975235;1.0094741931262655e-08;1.000763716341969e-08;1.0094741931262655e-08;1.0094741931262655e-08;0.5649062104072224	1.5030893146981764e-07;0.0007866520957467427;0.000911995336383864;0.0007866520957467427;0.0007866520957467427;3.3908625218792565e-07	0.024;0.002;0.013;0.002;0.002;0.957	0.261;0.003;0.003;0.003;0.003;0.727	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|2e4.1o1|i	True	True	True	6	5	1;1;1;1;1;0	chr14	-	24211829-24213409;24211829-24213024;24211829-24212766;24211829-24212551;24211824-24213409;24212110-24212550	24211680-24212109;24212551-24212704;24212766-24213095;24213409-24213869	24212110-24212550	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A24213869-24211680
AP000347.1	ENSG00000272578	ENSG00000272578:s:23705429-23705541	-0.42879101101012035;0.42879111589088514	0.973385513757908;0.9733855161312545	8.255675985058275e-07;8.255092407470979e-07	0.972;0.028	0.514;0.486	s|1e1.1o1|i	False	False	False	2	2	1;0	chr22	-	23700845-23705429;23700846-23705428	23700789-23700845;23705429-23705541	23700846-23705428	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A23705541-23700789
POU2F2	ENSG00000028277	ENSG00000028277:s:42095286-42095462	0.24242035495864125;-0.24242036898772326	0.6733480143148138;0.6733478793338881	8.820593581377993e-07;8.821165374817141e-07	0.506;0.494	0.789;0.211	s|1e1.1o1|i	False	False	False	2	2	1;0	chr19	-	42093895-42095286;42093896-42095285	42093467-42093895;42095286-42095462	42093896-42095285	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A42095462-42093467
ANKRD44	ENSG00000065413	ENSG00000065413:s:196993583-196993674	0.0009613452166454113;0.03135999863108083;0.15220659379345683;0.004165853508890553;-0.24293115100798912	9.45186218182763e-09;0.0005044893457528676;0.2833399156277198;1.6258018686877433e-07;0.7394408828079194	0.0005793742912445602;2.162939329996324e-05;1.3031976881650026e-06;0.00026600716504766734;2.546494730637505e-07	0.016;0.069;0.378;0.006;0.533	0.016;0.122;0.561;0.029;0.272	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|i	False	True	True	5	4	1;1;1;1;0	chr2	-	196992808-196993583;196990927-196993583;196989649-196993583;196967446-196993583;196992809-196993582	196967017-196967446;196986662-196990927;196992678-196992808;196993583-196993674	196992809-196993582	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A196993674-196967017
ANKRD44	ENSG00000065413	ENSG00000065413:t:196986662-196990927	0.03548177852439339;0.16769358557649977;-0.2369223721444117	0.00085764318484427;0.35669599221054404;0.7082304945617363	1.7976560983043715e-05;1.0753711129554423e-06;3.116278787240745e-07	0.072;0.391;0.536	0.129;0.588;0.283	t|1e1.1o1|2e1.1o1|i	False	True	False	3	2	1;1;0	chr2	-	196990927-196993583;196989649-196993583;196990928-196992677	196986662-196990927;196993583-196993674	196990928-196992677	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A196993674-196986662
STK10	ENSG00000072786	ENSG00000072786:t:172090232-172090362	0.17053627245614839;0.03750557923630509;-0.20860021560293354;0.0019374627894367894	0.2495613067145861;1.2886461899864033e-20;0.564984204335183;1.7331101495228086e-05	7.695420397804042e-07;0.0030440484889158676;1.9155203923038044e-06;0.00014148858601714664	0.065;0.029;0.679;0.226	0.239;0.070;0.460;0.232	t|1e1.2o3|1e2.2o2|1e3.1o1|1e4.2o2	False	False	True	4	5	0;0;1;0	chr5	-	172090362-172105656;172090362-172096426;172090362-172093412;172090362-172092427	172090232-172090362;172092427-172092912;172093412-172093960;172096426-172096560;172105571-172105737		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A172105737-172090232
STXBP2	ENSG00000076944	ENSG00000076944:s:7647055-7647247	0.26220943311174094;-3.566247083483167e-05;-0.2842479318371468	0.8576074247986588;7.945803518340219e-21;0.9238956239547798	2.215555229490825e-08;0.08495272323781378;8.794027395175874e-09	0.236;0.009;0.754	0.503;0.030;0.466	s|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;1;1	chr19	+	7647247-7647354;7647247-7647725;7647248-7647353	7647055-7647247;7647354-7647511;7647725-7647873	7647248-7647353	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A7647873-7647055
STXBP2	ENSG00000076944	ENSG00000076944:t:7647055-7647247	-2.536738594425212e-07;0.21579847938651642;-0.2141218480545837	7.940142856915912e-21;0.6261478173483781;0.6130625716819242	0.9984600764966997;1.1420608277215167e-08;1.2158151929675398e-08	0.002;0.613;0.386	0.000;0.832;0.167	t|1e1.1o2|1e2.1o2|i	False	False	True	3	3	1;1;1	chr19	+	7645306-7647162;7646344-7647162;7646439-7647054	7645196-7645394;7645760-7646438;7647055-7647247	7646439-7647054	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A7647247-7645196
TNRC6A	ENSG00000090905	ENSG00000090905:s:24795644-24796368	0.284541694958412;-0.2845417007731881	0.7501371538167264;0.7501371680949834	1.3233338836155396e-06;1.323413814868779e-06	0.276;0.724	0.615;0.385	s|1e1.2o2|i	False	False	False	2	2	1;0	chr16	+	24795939-24797490;24796369-24797485	24795644-24796368;24797486-24797570	24796369-24797485	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A24797570-24795644
CSF2RB	ENSG00000100368	ENSG00000100368:s:36929639-36929807	0.35280095874026285;-0.3528009071729565	0.9299400169633179;0.9299400430513706	6.107631516164003e-07;6.108008441252366e-07	0.159;0.841	0.539;0.461	s|1e1.1o1|i	False	False	False	2	2	1;0	chr22	+	36929807-36930375;36929808-36930374	36929639-36929807;36930375-36930510	36929808-36930374	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A36930510-36929639
PSMA3	ENSG00000100567	ENSG00000100567:s:58263524-58263770	0.21805099847377646;-0.21805098234338677	0.6283677748699866;0.6283675789685198	1.413849045341129e-07;1.4139413762048747e-07	0.353;0.647	0.573;0.427	s|1e1.1o1|i	False	False	False	2	2	1;0	chr14	+	58263770-58267474;58263771-58267473	58263524-58263770;58267474-58268139	58263771-58267473	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A58268139-58263524
PSMA3	ENSG00000100567	ENSG00000100567:t:58269975-58270485	-4.799814904933912e-07;0.29084053112865343;-0.2906524260083847	7.94024371719441e-21;0.9228269364950058;0.9225557082278648	0.9932833212306486;2.515621747781449e-08;2.5000264525232296e-08	0.002;0.456;0.542	0.002;0.758;0.240	t|1e1.1o3|1e2.2o5|i	False	False	True	3	3	1;1;0	chr14	+	58257998-58270418;58267520-58270418;58268140-58269974	58257925-58258454;58267474-58268139;58269975-58270485	58268140-58269974	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A58270485-58257925
USP11	ENSG00000102226	ENSG00000102226:s:47247304-47247419	0.22856132556139197;-0.22856136783070863	0.6357069102064873;0.6357069146631554	7.483758122706874e-07;7.484243830235826e-07	0.276;0.724	0.537;0.463	s|1e1.1o1|i	False	False	False	2	2	1;0	chrX	+	47247419-47247611;47247420-47247610	47247304-47247419;47247611-47247699	47247420-47247610	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A47247699-47247304
TMEM87A	ENSG00000103978	ENSG00000103978:s:42232879-42233306	0.2120923907431731;0.13224777528627207;-0.3941182057129493	0.5795373600503864;0.23218708535486662;0.9844603152496206	2.4044338418640505e-07;2.1045704983290846e-06;1.0203612132997364e-07	0.043;0.212;0.745	0.270;0.389;0.342	s|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;1;0	chr15	-	42231915-42233213;42231260-42233213;42231916-42232878	42231188-42231260;42231840-42231915;42232879-42233306	42231916-42232878	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A42233306-42231188
TMEM87A	ENSG00000103978	ENSG00000103978:t:42228712-42228820	3.55770479756238e-05;3.55770479756238e-05;-0.08879996076027391;0.2220752169010429;-0.07410105243704614	7.944603281484151e-21;7.944603281484151e-21;0.077868362015245;0.6186255430589968;0.06241308654203333	0.005112143287453855;0.005112143287453855;3.3331703456207507e-06;5.985981875740732e-07;4.402956223503729e-06	0.002;0.002;0.333;0.234;0.425	0.003;0.003;0.203;0.485;0.307	t|1e1.1o2|1e2.1o2|2e3.2o2|2e4.2o2|i	False	True	True	5	5	1;1;0;0;0	chr15	-	42228820-42231844;42228820-42231192;42228816-42231840;42228816-42231188;42228821-42231187	42228712-42228820;42231188-42231260;42231840-42231915	42228821-42231187	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A42231915-42228712
TMEM87A	ENSG00000103978	ENSG00000103978:t:42231188-42231260	0.23880065722028213;-0.23880061027956595	0.6560117353012308;0.656011669824631	1.1373883629849047e-06;1.1374596441404705e-06	0.269;0.731	0.554;0.446	t|1e1.1o2|i	False	False	False	2	2	1;0	chr15	-	42231260-42233213;42231261-42231839	42231188-42231260;42232879-42233306	42231261-42231839	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A42233306-42231188
OAZ1	ENSG00000104904	ENSG00000104904:s:2269509-2269744	0.21262889510197513;-4.4908959345297163e-07;-0.20437936612769997	0.6304766215962803;6.3055660671916785e-21;0.5548330711279528	5.163027423798552e-10;0.5109179856191151;4.1210135304226014e-10	0.712;0.008;0.279	0.925;0.003;0.072	s|1e1.3o4|1e1.4o4|1e2.1o1	False	True	True	3	3	1;1;1	chr19	+	2269744-2271385;2269744-2271391;2269744-2271782	2269509-2269744;2271319-2271442;2271782-2272262		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A2272262-2269509
TBC1D17	ENSG00000104946	ENSG00000104946:t:49880279-49880402	0.3907422995454476;-0.390742254248805	0.9569557719545668;0.9569557165171727	3.958003867040563e-06;3.958284645388943e-06	0.320;0.680	0.732;0.268	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1;1	chr19	+	49878572-49880279;49879504-49880279	49878498-49878572;49879323-49879504;49880279-49880402		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A49880402-49878498
DDX50	ENSG00000107625	ENSG00000107625:s:68901428-68901471	-0.2056623477496514;-0.018747596406837198;0.3659099718229767;-0.04124765834612812	0.5211015210130702;3.454739818153495e-05;0.891809131867917;0.00041070040172032504	2.301910969282339e-06;7.094397849860545e-05;9.219447644163038e-07;2.1112714867044247e-05	0.630;0.057;0.231;0.083	0.344;0.010;0.635;0.010	s|1e1.1o2|1e1.2o2|1e2.1o1|i	False	True	True	4	3	1;1;1;0	chr10	+	68901471-68906226;68901471-68906284;68901471-68906711;68901472-68906225	68901428-68901471;68906226-68906337;68906711-68906810	68901472-68906225	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A68906810-68901428
DDX50	ENSG00000107625	ENSG00000107625:t:68906711-68906810	0.27570506361414815;-0.27570513477761116	0.7417337374922519;0.74173389699929	7.3188901660262585e-06;7.3193435903284865e-06	0.206;0.794	0.533;0.467	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1;1	chr10	+	68901471-68906711;68906337-68906711	68901428-68901471;68906226-68906337;68906711-68906810		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A68906810-68901428
MTRF1L	ENSG00000112031	ENSG00000112031:s:152992857-152992974	-0.22630601825700808;0.3018661928405281;-0.03559771044998669	0.6286937328776444;0.8740621505925433;0.002357631096209381	6.111935596520013e-06;3.2590131054720744e-06;3.587725714315759e-05	0.584;0.288;0.128	0.323;0.614;0.063	s|1e1.1o2|1e1.2o2|1e2.1o1	False	True	True	3	3	1;1;1	chr6	-	152991416-152992857;152991321-152992857;152990095-152992857	152987362-152990095;152991185-152991416;152992857-152992974		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A152992974-152987362
MED23	ENSG00000112282	ENSG00000112282:s:131596518-131596688	0.23037049178579994;-0.2303704831250915	0.6881294473445295;0.6881293592728539	1.2713032519542942e-07;1.271388401224982e-07	0.161;0.839	0.403;0.597	s|1e1.1o1|i	False	False	False	2	2	1;1	chr6	-	131596163-131596518;131596164-131596517	131595947-131596163;131596518-131596688	131596164-131596517	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A131596688-131595947
MED23	ENSG00000112282	ENSG00000112282:s:131618407-131618519	-0.24808267965680714;0.24808270939128277	0.7449709503725209;0.7449710326932433	2.890736572225272e-06;2.890560019942987e-06	0.603;0.397	0.336;0.664	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1;0	chr6	-	131616002-131618407;131610246-131618407	131610046-131610246;131615907-131616002;131618407-131618519		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A131618519-131610046
MED23	ENSG00000112282	ENSG00000112282:s:131626961-131627483	-0.1657420484239146;-0.05756231338085116;0.27585369219019173	0.37590434908887915;0.04026855033500252;0.786431897135234	1.4989133462206539e-06;5.665746488303647e-06;6.399811805792542e-07	0.390;0.332;0.275	0.185;0.227;0.587	s|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;0;0	chr6	-	131624989-131627396;131621979-131627396;131624990-131626960	131621881-131621979;131624865-131624989;131626961-131627483	131624990-131626960	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A131627483-131621881
QKI	ENSG00000112531	ENSG00000112531:s:163535080-163535125	0.412566147456884;-0.41256612306296125	0.9999895978636264;0.999989600132497	1.153003140329876e-12;6.816036624002209e-11	0.050;0.950	0.455;0.545	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0;1	chr6	+	163535125-163547167;163535125-163561982	163535080-163535125;163547167-nan;163561982-163562069		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A163562069-163535080
PDE4D	ENSG00000113448	ENSG00000113448:t:59038859-59038971	-0.0013200801029584234;-0.8545642531349906;-0.0013200801029584234;0.8701670678243625	7.054378280655553e-05;0.9999999726409929;7.054378280655553e-05;0.9999999936907692	0.00012320436424317904;9.756199004229416e-08;0.00012320436424317904;1.3641714772002928e-08	0.013;0.863;0.013;0.112	0.004;0.032;0.004;0.961	t|1e1.1o1|1e2.1o2|1e3.1o1|1e4.1o1	False	False	True	4	5	1;1;1;1	chr5	-	59038971-59586329;59038971-59180595;59038971-59091082;59038971-59039058	59038859-59038971;59039058-59039515;59091082-59091125;59180593-59180644;59586329-59586499		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A59586499-59038859
KAT2B	ENSG00000114166	ENSG00000114166:t:20136942-20137052	0.22284675492737555;-0.22284670513406146	0.6314622548855255;0.6314620895022874	5.398245100713154e-06;5.398582533344687e-06	0.560;0.440	0.810;0.190	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0;1	chr3	+	20126113-20136942;20127549-20136942	20125905-20126113;20127423-20127549;20136942-20137052		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A20137052-20125905
RTN4	ENSG00000115310	ENSG00000115310:s:54974695-54974764	0.2237722905290784;0.03642250411425685;-0.2815708207377644	0.6323820933131955;1.636778563292601e-05;0.8544767579649225	5.470056813016477e-07;1.6176980016541567e-05;1.8702355375488366e-07	0.364;0.065;0.571	0.610;0.116;0.274	s|1e1.3o3|1e2.1o1|i	False	False	True	3	3	1;0;0	chr2	-	54973867-54974695;54973621-54974695;54974192-54974694	54973513-54973621;54973821-54974191;54974695-54974764	54974192-54974694	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A54974764-54973513
ANKRD13C	ENSG00000118454	ENSG00000118454:s:70306224-70306290	0.34086214383517044;-0.34086213295263246	0.9215977326637445;0.9215976396900181	4.718164512420198e-06;4.718469319819896e-06	0.499;0.501	0.864;0.136	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1;1	chr1	-	70305957-70306224;70300908-70306224	70300764-70300908;70305686-70305957;70306224-70306290		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A70306290-70300764
ANKRD13C	ENSG00000118454	ENSG00000118454:t:70300764-70300908	-0.3410404356107239;0.34104037161717066	0.8928060123775848;0.8928060609686892	8.773726405397753e-07;8.773180865897677e-07	0.541;0.459	0.165;0.835	t|1e1.1o1|i	False	False	False	2	2	1;0	chr1	-	70300908-70306224;70300909-70305685	70300764-70300908;70306224-70306290	70300909-70305685	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A70306290-70300764
ITGB1BP1	ENSG00000119185	ENSG00000119185:t:9418626-9418732	0.23542435648281138;-0.0009180832825240174;-0.017752236131724664;0.07785806958171856;-0.28560488854689986	0.6079873526900362;0.00014571014096371006;0.005628286836560595;0.011300137321370592;0.7016472537860557	1.390113847512739e-05;0.00014135213445387595;5.262836429886786e-05;1.3648658692966276e-05;1.2526687717007157e-05	0.200;0.013;0.075;0.013;0.700	0.520;0.015;0.003;0.130;0.332	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1	True	False	True	5	5	1;1;1;1;1	chr2	-	9418732-9423373;9418732-9422966;9418732-9422802;9418732-9422479;9418732-9419990	9418626-9418732;9419990-9420294;9422479-9422660;9422802-9423250;9423373-9423547		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A9423547-9418626
CBX3	ENSG00000122565	ENSG00000122565:t:26202971-26203022	-0.08239392567257237;0.3458549766836719;-7.361973791928044e-06;-0.2527057294617915	3.904956951763711e-05;0.9986502258360181;7.94099613233954e-21;0.8679817614274652	2.409384027735051e-06;1.5108503808773768e-13;0.9580922045036503;3.180621321874355e-10	0.120;0.474;0.014;0.390	0.035;0.820;0.009;0.134	t|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	4	4	1;1;1;0	chr7	+	26201561-26202971;26201826-26202971;26202609-26202971;26202610-26202970	26201162-26201561;26201745-26201826;26202463-26202609;26202971-26203022	26202610-26202970	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A26203022-26201162
EXOSC9	ENSG00000123737	ENSG00000123737:s:121807540-121807868	0.006102749978506567;0.2018178145998642;-0.21807876791248187	1.4334131088311618e-05;0.5333172806447861;0.6377334878008442	0.00010644132113310847;4.88953545202453e-07;1.8697102466269655e-07	0.034;0.696;0.271	0.042;0.915;0.042	s|1e1.1o1|1e2.1o2|i	False	False	True	3	3	1;1;0	chr4	+	121807622-121809834;121807622-121809967;121807869-121809833	121807540-121807868;121809834-121809916;121809967-121810099	121807869-121809833	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A121810099-121807540
NGDN	ENSG00000129460	ENSG00000129460:s:23475558-23475642	0.205598070187897;-0.20559808496865228	0.5479133592221962;0.5479134024487773	9.30161531034935e-08;9.302200787431048e-08	0.242;0.758	0.455;0.545	s|1e1.1o1|i	False	False	False	2	2	1;0	chr14	+	23475642-23475726;23475643-23475725	23475558-23475642;23475726-23475778	23475643-23475725	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A23475778-23475558
NGDN	ENSG00000129460	ENSG00000129460:t:23476029-23476152	0.1618342293423823;0.02764415131012264;-0.20280076765500582	0.23365684243674267;3.9707109981217606e-05;0.5281204861183684	2.702818525170521e-07;3.279112275069145e-05;9.520795651862812e-08	0.179;0.180;0.641	0.348;0.218;0.430	t|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;1;0	chr14	+	23475308-23476029;23475778-23476029;23475779-23476028	23475171-23475308;23475726-23475778;23476029-23476152	23475779-23476028	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A23476152-23475171
