Gene stable ID	Zebrafish gene stable ID	Zebrafish homology type	Tropical clawed frog gene stable ID	Tropical clawed frog homology type
ENSRNOG00000079798				
ENSRNOG00000086361				
ENSRNOG00000063605	ENSDARG00000042993	ortholog_one2many	ENSXETG00000045536	ortholog_one2many
ENSRNOG00000082788				
ENSRNOG00000039305				
ENSRNOG00000074063				
ENSRNOG00000091120				
ENSRNOG00000086073				
ENSRNOG00000078991				
ENSRNOG00000006255	ENSDARG00000059365	ortholog_one2one	ENSXETG00000001501	ortholog_one2one
ENSRNOG00000034000				
ENSRNOG00000048725	ENSDARG00000103066	ortholog_one2many		
ENSRNOG00000048725	ENSDARG00000070867	ortholog_one2many		
ENSRNOG00000083874				
ENSRNOG00000080489				
ENSRNOG00000014312				
ENSRNOG00000080376				
ENSRNOG00000077091				
ENSRNOG00000048472	ENSDARG00000098431	ortholog_many2many		
ENSRNOG00000078909				
ENSRNOG00000079889				
ENSRNOG00000038076	ENSDARG00000079128	ortholog_one2many	ENSXETG00000012613	ortholog_one2many
ENSRNOG00000073810				
ENSRNOG00000026905	ENSDARG00000075559	ortholog_one2one	ENSXETG00000020949	ortholog_one2one
ENSRNOG00000080627				
ENSRNOG00000048275	ENSDARG00000089331	ortholog_one2many	ENSXETG00000038782	ortholog_one2one
ENSRNOG00000048275	ENSDARG00000100719	ortholog_one2many	ENSXETG00000038782	ortholog_one2one
ENSRNOG00000017519				
ENSRNOG00000090741				
ENSRNOG00000066859	ENSDARG00000031907	ortholog_many2many	ENSXETG00000021661	ortholog_one2many
ENSRNOG00000066859	ENSDARG00000019362	ortholog_many2many	ENSXETG00000021661	ortholog_one2many
ENSRNOG00000003997	ENSDARG00000063257	ortholog_one2one		
ENSRNOG00000006557	ENSDARG00000036375	ortholog_one2one	ENSXETG00000001502	ortholog_one2one
ENSRNOG00000081198				
ENSRNOG00000020302	ENSDARG00000037324	ortholog_one2one	ENSXETG00000020253	ortholog_one2one
ENSRNOG00000083100				
ENSRNOG00000012534	ENSDARG00000013117	ortholog_many2many	ENSXETG00000006560	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000086786	ortholog_many2many	ENSXETG00000006560	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000076959	ortholog_many2many	ENSXETG00000006560	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000070957	ortholog_many2many	ENSXETG00000006560	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000087525	ortholog_many2many	ENSXETG00000006560	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000013117	ortholog_many2many	ENSXETG00000008016	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000086786	ortholog_many2many	ENSXETG00000008016	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000076959	ortholog_many2many	ENSXETG00000008016	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000070957	ortholog_many2many	ENSXETG00000008016	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000087525	ortholog_many2many	ENSXETG00000008016	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000013117	ortholog_many2many	ENSXETG00000033929	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000086786	ortholog_many2many	ENSXETG00000033929	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000076959	ortholog_many2many	ENSXETG00000033929	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000070957	ortholog_many2many	ENSXETG00000033929	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000087525	ortholog_many2many	ENSXETG00000033929	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000013117	ortholog_many2many	ENSXETG00000012456	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000086786	ortholog_many2many	ENSXETG00000012456	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000076959	ortholog_many2many	ENSXETG00000012456	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000070957	ortholog_many2many	ENSXETG00000012456	ortholog_many2many
ENSRNOG00000012534	ENSDARG00000087525	ortholog_many2many	ENSXETG00000012456	ortholog_many2many
ENSRNOG00000011517	ENSDARG00000001807	ortholog_one2one	ENSXETG00000011317	ortholog_one2one
ENSRNOG00000011758	ENSDARG00000010962	ortholog_one2one	ENSXETG00000015018	ortholog_one2one
ENSRNOG00000085932				
ENSRNOG00000091372				
ENSRNOG00000071719				
ENSRNOG00000053259				
ENSRNOG00000077038			ENSXETG00000035517	ortholog_one2many
ENSRNOG00000072454				
ENSRNOG00000082355				
ENSRNOG00000020354	ENSDARG00000045696	ortholog_one2one	ENSXETG00000014017	ortholog_one2one
ENSRNOG00000009646	ENSDARG00000061791	ortholog_one2one	ENSXETG00000025815	ortholog_one2one
ENSRNOG00000012847				
ENSRNOG00000047966				
ENSRNOG00000022877	ENSDARG00000099375	ortholog_one2one	ENSXETG00000013412	ortholog_one2one
ENSRNOG00000089697			ENSXETG00000035517	ortholog_one2many
ENSRNOG00000079926				
ENSRNOG00000017620				
ENSRNOG00000080937				
ENSRNOG00000065835				
ENSRNOG00000091234				
ENSRNOG00000005298	ENSDARG00000101203	ortholog_one2many	ENSXETG00000031268	ortholog_one2one
ENSRNOG00000005298	ENSDARG00000019961	ortholog_one2many	ENSXETG00000031268	ortholog_one2one
ENSRNOG00000012858				
ENSRNOG00000011830	ENSDARG00000056601	ortholog_one2one	ENSXETG00000015020	ortholog_one2one
ENSRNOG00000014367			ENSXETG00000042670	ortholog_one2one
ENSRNOG00000065234				
ENSRNOG00000039651				
ENSRNOG00000042090				
ENSRNOG00000010794	ENSDARG00000013153	ortholog_one2many	ENSXETG00000023753	ortholog_one2one
ENSRNOG00000010794	ENSDARG00000078797	ortholog_one2many	ENSXETG00000023753	ortholog_one2one
ENSRNOG00000001205	ENSDARG00000036549	ortholog_one2one	ENSXETG00000044392	ortholog_one2one
ENSRNOG00000042158				
ENSRNOG00000089094				
ENSRNOG00000023383	ENSDARG00000005774	ortholog_many2many	ENSXETG00000015477	ortholog_one2many
ENSRNOG00000023383	ENSDARG00000020573	ortholog_many2many	ENSXETG00000015477	ortholog_one2many
ENSRNOG00000080960				
ENSRNOG00000090433				
ENSRNOG00000086355			ENSXETG00000042306	ortholog_one2one
ENSRNOG00000080827				
ENSRNOG00000074140				
ENSRNOG00000074259				
ENSRNOG00000065343				
ENSRNOG00000020134	ENSDARG00000016302	ortholog_one2one	ENSXETG00000013602	ortholog_one2one
ENSRNOG00000085658				
ENSRNOG00000023334	ENSDARG00000040445	ortholog_one2one	ENSXETG00000023399	ortholog_one2many
ENSRNOG00000023334	ENSDARG00000040445	ortholog_one2one	ENSXETG00000039180	ortholog_one2many
ENSRNOG00000023334	ENSDARG00000040445	ortholog_one2one	ENSXETG00000045130	ortholog_one2many
ENSRNOG00000023334	ENSDARG00000040445	ortholog_one2one	ENSXETG00000036716	ortholog_one2many
ENSRNOG00000089943				
ENSRNOG00000014987	ENSDARG00000089564	ortholog_one2one	ENSXETG00000048687	ortholog_one2one
ENSRNOG00000013971	ENSDARG00000016733	ortholog_one2one	ENSXETG00000003623	ortholog_one2one
ENSRNOG00000085514				
ENSRNOG00000082044				
ENSRNOG00000080414				
ENSRNOG00000014714	ENSDARG00000014496	ortholog_one2one	ENSXETG00000049089	ortholog_one2many
ENSRNOG00000014714	ENSDARG00000014496	ortholog_one2one	ENSXETG00000011201	ortholog_one2many
ENSRNOG00000014714	ENSDARG00000014496	ortholog_one2one	ENSXETG00000031787	ortholog_one2many
ENSRNOG00000014714	ENSDARG00000014496	ortholog_one2one	ENSXETG00000037192	ortholog_one2many
ENSRNOG00000084023				
ENSRNOG00000073535				
ENSRNOG00000087069				
ENSRNOG00000078255				
ENSRNOG00000039449				
ENSRNOG00000086662				
ENSRNOG00000021392	ENSDARG00000001754	ortholog_one2one		
ENSRNOG00000026884	ENSDARG00000091418	ortholog_one2one	ENSXETG00000042869	ortholog_one2one
ENSRNOG00000023210	ENSDARG00000098118	ortholog_one2one	ENSXETG00000018000	ortholog_one2one
ENSRNOG00000081952				
ENSRNOG00000084058				
ENSRNOG00000084994				
ENSRNOG00000045654				
ENSRNOG00000009592	ENSDARG00000005891	ortholog_one2one	ENSXETG00000016513	ortholog_one2one
ENSRNOG00000080193				
ENSRNOG00000086119				
ENSRNOG00000013165			ENSXETG00000008825	ortholog_one2one
ENSRNOG00000068211				
ENSRNOG00000084915				
ENSRNOG00000032940				
ENSRNOG00000073775				
ENSRNOG00000087317				
ENSRNOG00000078278				
ENSRNOG00000052956				
ENSRNOG00000072391				
ENSRNOG00000065436				
ENSRNOG00000056439				
ENSRNOG00000006860	ENSDARG00000017565	ortholog_one2one	ENSXETG00000033235	ortholog_one2one
ENSRNOG00000070518	ENSDARG00000063412	ortholog_one2one	ENSXETG00000010133	ortholog_one2one
ENSRNOG00000015394				
ENSRNOG00000076542				
ENSRNOG00000011637	ENSDARG00000068220	ortholog_many2many	ENSXETG00000034779	ortholog_one2many
ENSRNOG00000011637	ENSDARG00000068221	ortholog_many2many	ENSXETG00000034779	ortholog_one2many
ENSRNOG00000011637	ENSDARG00000054202	ortholog_many2many	ENSXETG00000034779	ortholog_one2many
ENSRNOG00000011637	ENSDARG00000021720	ortholog_many2many	ENSXETG00000034779	ortholog_one2many
ENSRNOG00000011637	ENSDARG00000094681	ortholog_many2many	ENSXETG00000034779	ortholog_one2many
ENSRNOG00000076287				
ENSRNOG00000067889				
ENSRNOG00000055019			ENSXETG00000029745	ortholog_one2many
ENSRNOG00000055019			ENSXETG00000044281	ortholog_one2many
ENSRNOG00000055019			ENSXETG00000049003	ortholog_one2many
ENSRNOG00000002241	ENSDARG00000033771	ortholog_one2one	ENSXETG00000012023	ortholog_one2one
ENSRNOG00000029450	ENSDARG00000078529	ortholog_one2many	ENSXETG00000019150	ortholog_one2one
ENSRNOG00000029450	ENSDARG00000075133	ortholog_one2many	ENSXETG00000019150	ortholog_one2one
ENSRNOG00000075834				
ENSRNOG00000020342	ENSDARG00000077852	ortholog_one2one	ENSXETG00000032993	ortholog_one2one
ENSRNOG00000013039	ENSDARG00000103962	ortholog_one2one	ENSXETG00000008015	ortholog_one2one
ENSRNOG00000056404				
ENSRNOG00000053750				
ENSRNOG00000077816				
ENSRNOG00000049951	ENSDARG00000077986	ortholog_one2many		
ENSRNOG00000049951	ENSDARG00000079908	ortholog_one2many		
ENSRNOG00000091066				
ENSRNOG00000021411				
ENSRNOG00000011987	ENSDARG00000015224	ortholog_one2one	ENSXETG00000007774	ortholog_one2one
ENSRNOG00000014041	ENSDARG00000039229	ortholog_one2one	ENSXETG00000003622	ortholog_one2one
ENSRNOG00000001159			ENSXETG00000019180	ortholog_many2many
ENSRNOG00000001159			ENSXETG00000016294	ortholog_many2many
ENSRNOG00000052521				
ENSRNOG00000086740				
ENSRNOG00000053284				
ENSRNOG00000059692				
ENSRNOG00000001210	ENSDARG00000037109	ortholog_one2one	ENSXETG00000047683	ortholog_one2one
ENSRNOG00000087079				
ENSRNOG00000057508				
ENSRNOG00000061026				
ENSRNOG00000061312	ENSDARG00000070084	ortholog_one2one	ENSXETG00000008552	ortholog_one2one
ENSRNOG00000084062				
ENSRNOG00000076753				
ENSRNOG00000052806				
ENSRNOG00000068830				
ENSRNOG00000027831	ENSDARG00000060771	ortholog_one2one	ENSXETG00000019759	ortholog_one2one
ENSRNOG00000021425				
ENSRNOG00000086852				
ENSRNOG00000020201	ENSDARG00000019636	ortholog_one2one		
ENSRNOG00000090097	ENSDARG00000010516	ortholog_one2many	ENSXETG00000009802	ortholog_one2many
ENSRNOG00000004481	ENSDARG00000002071	ortholog_one2one	ENSXETG00000014538	ortholog_one2one
ENSRNOG00000085532				
ENSRNOG00000061666				
ENSRNOG00000075996				
ENSRNOG00000025174	ENSDARG00000018907	ortholog_one2one	ENSXETG00000047168	ortholog_one2one
ENSRNOG00000077942				
ENSRNOG00000085110				
ENSRNOG00000057873				
ENSRNOG00000017699				
ENSRNOG00000009736				
ENSRNOG00000066130				
ENSRNOG00000020178	ENSDARG00000018562	ortholog_one2one	ENSXETG00000010134	ortholog_one2one
ENSRNOG00000053594				
ENSRNOG00000086291				
ENSRNOG00000045908				
ENSRNOG00000088989				
ENSRNOG00000026883				
ENSRNOG00000036598	ENSDARG00000112088	ortholog_one2many	ENSXETG00000030404	ortholog_one2one
ENSRNOG00000036598	ENSDARG00000073771	ortholog_one2many	ENSXETG00000030404	ortholog_one2one
ENSRNOG00000026085	ENSDARG00000040959	ortholog_one2one	ENSXETG00000048492	ortholog_one2one
ENSRNOG00000005301	ENSDARG00000014004	ortholog_one2one	ENSXETG00000044414	ortholog_one2one
ENSRNOG00000069271	ENSDARG00000028213	ortholog_one2one		
ENSRNOG00000072934				
ENSRNOG00000080647				
ENSRNOG00000068629				
ENSRNOG00000045913			ENSXETG00000012050	ortholog_one2one
ENSRNOG00000038740				
ENSRNOG00000087791				
ENSRNOG00000007053	ENSDARG00000016318	ortholog_one2one	ENSXETG00000001505	ortholog_one2one
ENSRNOG00000013256	ENSDARG00000007247	ortholog_one2one		
ENSRNOG00000017945			ENSXETG00000049144	ortholog_one2one
ENSRNOG00000072810				
ENSRNOG00000081269				
ENSRNOG00000054554				
ENSRNOG00000075494				
ENSRNOG00000057405				
ENSRNOG00000072443				
ENSRNOG00000071560				
ENSRNOG00000063937	ENSDARG00000035178	ortholog_one2many		
ENSRNOG00000063937	ENSDARG00000011487	ortholog_one2many		
ENSRNOG00000071114				
ENSRNOG00000003261	ENSDARG00000013708	ortholog_one2many	ENSXETG00000015489	ortholog_one2many
ENSRNOG00000001211	ENSDARG00000020618	ortholog_one2one	ENSXETG00000045493	ortholog_one2one
ENSRNOG00000054500				
ENSRNOG00000071474				
ENSRNOG00000013828	ENSDARG00000035819	ortholog_one2one	ENSXETG00000032567	ortholog_one2one
ENSRNOG00000018067	ENSDARG00000018494	ortholog_one2one	ENSXETG00000018189	ortholog_one2one
ENSRNOG00000018650	ENSDARG00000016128	ortholog_one2one	ENSXETG00000016796	ortholog_one2one
ENSRNOG00000080708				
ENSRNOG00000002451			ENSXETG00000010132	ortholog_one2many
ENSRNOG00000030676				
ENSRNOG00000080869				
ENSRNOG00000089292				
ENSRNOG00000062548	ENSDARG00000022974	ortholog_one2many	ENSXETG00000045534	ortholog_one2many
ENSRNOG00000064008	ENSDARG00000041350	ortholog_one2one	ENSXETG00000031480	ortholog_one2one
ENSRNOG00000077142				
ENSRNOG00000081296				
ENSRNOG00000014840	ENSDARG00000025013	ortholog_one2one	ENSXETG00000003619	ortholog_one2one
ENSRNOG00000072922				
ENSRNOG00000031138	ENSDARG00000070774	ortholog_many2many		
ENSRNOG00000031138	ENSDARG00000062828	ortholog_many2many		
ENSRNOG00000031138	ENSDARG00000092249	ortholog_many2many		
ENSRNOG00000031138	ENSDARG00000062820	ortholog_many2many		
ENSRNOG00000019018	ENSDARG00000062707	ortholog_one2one	ENSXETG00000016792	ortholog_one2one
ENSRNOG00000081455				
ENSRNOG00000032844				
ENSRNOG00000056537				
ENSRNOG00000088123				
ENSRNOG00000026008	ENSDARG00000000542	ortholog_one2one	ENSXETG00000009918	ortholog_one2one
ENSRNOG00000075133				
ENSRNOG00000042229				
ENSRNOG00000047692	ENSDARG00000057738	ortholog_one2one	ENSXETG00000008830	ortholog_one2one
ENSRNOG00000046472	ENSDARG00000097583	ortholog_one2one	ENSXETG00000043955	ortholog_one2one
ENSRNOG00000017660	ENSDARG00000070995	ortholog_one2many	ENSXETG00000019407	ortholog_one2one
ENSRNOG00000017660	ENSDARG00000063352	ortholog_one2many	ENSXETG00000019407	ortholog_one2one
ENSRNOG00000086856				
ENSRNOG00000084159				
ENSRNOG00000057645				
ENSRNOG00000076165				
ENSRNOG00000005382				
ENSRNOG00000086743				
ENSRNOG00000031709	ENSDARG00000045749	ortholog_one2many	ENSXETG00000016522	ortholog_one2one
ENSRNOG00000031709	ENSDARG00000100057	ortholog_one2many	ENSXETG00000016522	ortholog_one2one
ENSRNOG00000023109			ENSXETG00000047833	ortholog_one2one
ENSRNOG00000078170				
ENSRNOG00000049430	ENSDARG00000032431	ortholog_one2one	ENSXETG00000042274	ortholog_one2one
ENSRNOG00000068521				
ENSRNOG00000077748				
ENSRNOG00000076749				
ENSRNOG00000003409				
ENSRNOG00000080350				
ENSRNOG00000083737				
ENSRNOG00000088539				
ENSRNOG00000039398				
ENSRNOG00000002187				
ENSRNOG00000013395	ENSDARG00000068382	ortholog_one2one	ENSXETG00000039671	ortholog_one2many
ENSRNOG00000013395	ENSDARG00000068382	ortholog_one2one	ENSXETG00000018262	ortholog_one2many
ENSRNOG00000012586				
ENSRNOG00000065128	ENSDARG00000016143	ortholog_many2many		
ENSRNOG00000083117				
ENSRNOG00000007818	ENSDARG00000104981	ortholog_one2many	ENSXETG00000023750	ortholog_one2one
ENSRNOG00000007818	ENSDARG00000077326	ortholog_one2many	ENSXETG00000023750	ortholog_one2one
ENSRNOG00000003611	ENSDARG00000046132	ortholog_one2one	ENSXETG00000041328	ortholog_one2one
ENSRNOG00000002346			ENSXETG00000006730	ortholog_one2one
ENSRNOG00000087583				
ENSRNOG00000014109	ENSDARG00000016239	ortholog_one2one	ENSXETG00000008827	ortholog_one2one
ENSRNOG00000033663	ENSDARG00000010085	ortholog_one2one	ENSXETG00000006987	ortholog_one2one
ENSRNOG00000087848				
ENSRNOG00000073371				
ENSRNOG00000076858				
ENSRNOG00000020247	ENSDARG00000043662	ortholog_one2one	ENSXETG00000008423	ortholog_one2one
ENSRNOG00000090031				
ENSRNOG00000024526	ENSDARG00000091221	ortholog_one2one	ENSXETG00000021244	ortholog_one2one
ENSRNOG00000072161	ENSDARG00000104119	ortholog_many2many	ENSXETG00000027283	ortholog_one2many
ENSRNOG00000072161	ENSDARG00000063538	ortholog_many2many	ENSXETG00000027283	ortholog_one2many
ENSRNOG00000003622	ENSDARG00000056615	ortholog_many2many	ENSXETG00000018630	ortholog_one2one
ENSRNOG00000008416	ENSDARG00000109888	ortholog_one2many		
ENSRNOG00000008416	ENSDARG00000109662	ortholog_one2many		
ENSRNOG00000008416	ENSDARG00000109940	ortholog_one2many		
ENSRNOG00000075876				
ENSRNOG00000022368	ENSDARG00000012899	ortholog_one2one	ENSXETG00000010135	ortholog_one2one
ENSRNOG00000088824				
ENSRNOG00000013767	ENSDARG00000062307	ortholog_one2one	ENSXETG00000024452	ortholog_one2one
ENSRNOG00000083103				
ENSRNOG00000080936			ENSXETG00000042208	ortholog_one2many
ENSRNOG00000012593	ENSDARG00000105389	ortholog_one2one	ENSXETG00000021243	ortholog_one2one
ENSRNOG00000009756	ENSDARG00000078014	ortholog_one2one	ENSXETG00000003264	ortholog_one2one
ENSRNOG00000004524	ENSDARG00000004460	ortholog_one2one	ENSXETG00000045919	ortholog_one2one
ENSRNOG00000071690				
ENSRNOG00000020229	ENSDARG00000010789	ortholog_one2many	ENSXETG00000010136	ortholog_one2one
ENSRNOG00000020229	ENSDARG00000102532	ortholog_one2many	ENSXETG00000010136	ortholog_one2one
ENSRNOG00000077398				
ENSRNOG00000084725	ENSDARG00000015551	ortholog_many2many	ENSXETG00000044062	ortholog_one2many
ENSRNOG00000084725	ENSDARG00000007975	ortholog_many2many	ENSXETG00000044062	ortholog_one2many
ENSRNOG00000090602				
ENSRNOG00000077916				
ENSRNOG00000074995				
ENSRNOG00000018230	ENSDARG00000016514	ortholog_one2one	ENSXETG00000026187	ortholog_one2one
ENSRNOG00000039396				
ENSRNOG00000038300	ENSDARG00000042620	ortholog_many2many	ENSXETG00000026601	ortholog_many2many
ENSRNOG00000038300	ENSDARG00000095464	ortholog_many2many	ENSXETG00000026601	ortholog_many2many
ENSRNOG00000038300	ENSDARG00000042620	ortholog_many2many	ENSXETG00000016907	ortholog_many2many
ENSRNOG00000038300	ENSDARG00000095464	ortholog_many2many	ENSXETG00000016907	ortholog_many2many
ENSRNOG00000085926				
ENSRNOG00000012718			ENSXETG00000003247	ortholog_one2many
ENSRNOG00000037845	ENSDARG00000058246	ortholog_one2one	ENSXETG00000010129	ortholog_one2one
ENSRNOG00000003749	ENSDARG00000056618	ortholog_one2one	ENSXETG00000018626	ortholog_one2one
ENSRNOG00000013747	ENSDARG00000021982	ortholog_one2one	ENSXETG00000035183	ortholog_one2one
ENSRNOG00000071597				
ENSRNOG00000083675				
ENSRNOG00000008465				
ENSRNOG00000081787				
ENSRNOG00000084619				
ENSRNOG00000013847			ENSXETG00000019101	ortholog_one2one
ENSRNOG00000001242	ENSDARG00000042620	ortholog_many2many	ENSXETG00000026601	ortholog_many2many
ENSRNOG00000001242	ENSDARG00000095464	ortholog_many2many	ENSXETG00000026601	ortholog_many2many
ENSRNOG00000001242	ENSDARG00000042620	ortholog_many2many	ENSXETG00000016907	ortholog_many2many
ENSRNOG00000001242	ENSDARG00000095464	ortholog_many2many	ENSXETG00000016907	ortholog_many2many
ENSRNOG00000070897	ENSDARG00000029663	ortholog_many2many	ENSXETG00000014011	ortholog_one2many
ENSRNOG00000070897	ENSDARG00000052263	ortholog_many2many	ENSXETG00000014011	ortholog_one2many
ENSRNOG00000006090	ENSDARG00000014927	ortholog_one2one	ENSXETG00000043647	ortholog_one2one
ENSRNOG00000023733	ENSDARG00000099104	ortholog_one2many	ENSXETG00000008052	ortholog_one2many
ENSRNOG00000003756			ENSXETG00000018623	ortholog_one2one
ENSRNOG00000078256				
ENSRNOG00000082901				
ENSRNOG00000006146	ENSDARG00000029907	ortholog_one2one	ENSXETG00000047830	ortholog_one2one
ENSRNOG00000076059	ENSDARG00000015551	ortholog_many2many	ENSXETG00000044062	ortholog_one2many
ENSRNOG00000076059	ENSDARG00000007975	ortholog_many2many	ENSXETG00000044062	ortholog_one2many
ENSRNOG00000025539	ENSDARG00000039225	ortholog_one2one	ENSXETG00000003616	ortholog_one2one
ENSRNOG00000002429				
ENSRNOG00000018297	ENSDARG00000025076	ortholog_one2many	ENSXETG00000018177	ortholog_one2one
ENSRNOG00000018297	ENSDARG00000061651	ortholog_one2many	ENSXETG00000018177	ortholog_one2one
ENSRNOG00000081591				
ENSRNOG00000076223				
ENSRNOG00000074572				
ENSRNOG00000027767	ENSDARG00000009901	ortholog_one2one	ENSXETG00000011939	ortholog_one2one
ENSRNOG00000073367	ENSDARG00000095273	ortholog_one2many		
ENSRNOG00000076461				
ENSRNOG00000038894				
ENSRNOG00000084606				
ENSRNOG00000087971				
ENSRNOG00000077937				
ENSRNOG00000028541				
ENSRNOG00000070753	ENSDARG00000022996	ortholog_many2many		
ENSRNOG00000070753	ENSDARG00000078759	ortholog_many2many		
ENSRNOG00000075599				
ENSRNOG00000086263				
ENSRNOG00000002323			ENSXETG00000022122	ortholog_one2one
ENSRNOG00000051360	ENSDARG00000013438	ortholog_one2many	ENSXETG00000023270	ortholog_one2many
ENSRNOG00000026864				
ENSRNOG00000074804	ENSDARG00000116802	ortholog_one2one	ENSXETG00000044985	ortholog_one2many
ENSRNOG00000074804	ENSDARG00000116802	ortholog_one2one	ENSXETG00000039689	ortholog_one2many
ENSRNOG00000010800	ENSDARG00000102055	ortholog_one2one	ENSXETG00000003203	ortholog_one2one
ENSRNOG00000088037				
ENSRNOG00000023708				
ENSRNOG00000074312				
ENSRNOG00000045677				
ENSRNOG00000085951				
ENSRNOG00000080651				
ENSRNOG00000077888				
ENSRNOG00000001844	ENSDARG00000006011	ortholog_one2one	ENSXETG00000031576	ortholog_one2one
ENSRNOG00000020299				
ENSRNOG00000079314			ENSXETG00000040422	ortholog_one2one
ENSRNOG00000080030				
ENSRNOG00000083406	ENSDARG00000044751	ortholog_many2many	ENSXETG00000022357	ortholog_many2many
ENSRNOG00000008575	ENSDARG00000061355	ortholog_one2many	ENSXETG00000011988	ortholog_one2many
ENSRNOG00000087911				
ENSRNOG00000083124				
ENSRNOG00000013805	ENSDARG00000074501	ortholog_one2one	ENSXETG00000012114	ortholog_one2one
ENSRNOG00000079921				
ENSRNOG00000086891				
ENSRNOG00000071622				
ENSRNOG00000083885				
ENSRNOG00000010141	ENSDARG00000090778	ortholog_one2one	ENSXETG00000003267	ortholog_one2one
ENSRNOG00000031286	ENSDARG00000035697	ortholog_many2many	ENSXETG00000010870	ortholog_one2many
ENSRNOG00000031286	ENSDARG00000058949	ortholog_many2many	ENSXETG00000010870	ortholog_one2many
ENSRNOG00000052810				
ENSRNOG00000036925			ENSXETG00000039331	ortholog_one2one
ENSRNOG00000089461				
ENSRNOG00000089942				
ENSRNOG00000087823				
ENSRNOG00000083034	ENSDARG00000058079	ortholog_one2one		
ENSRNOG00000002372	ENSDARG00000098573	ortholog_one2one	ENSXETG00000039919	ortholog_one2one
ENSRNOG00000091370				
ENSRNOG00000068875				
ENSRNOG00000088226				
ENSRNOG00000072298				
ENSRNOG00000089609				
ENSRNOG00000025618				
ENSRNOG00000069267	ENSDARG00000071070	ortholog_one2many	ENSXETG00000001307	ortholog_one2one
ENSRNOG00000069267	ENSDARG00000031737	ortholog_one2many	ENSXETG00000001307	ortholog_one2one
ENSRNOG00000001237	ENSDARG00000079326	ortholog_one2many	ENSXETG00000004263	ortholog_one2one
ENSRNOG00000001237	ENSDARG00000094868	ortholog_one2many	ENSXETG00000004263	ortholog_one2one
ENSRNOG00000020269	ENSDARG00000075936	ortholog_one2many	ENSXETG00000030450	ortholog_one2one
ENSRNOG00000086051				
ENSRNOG00000008141	ENSDARG00000052958	ortholog_one2one	ENSXETG00000013082	ortholog_one2one
ENSRNOG00000023637	ENSDARG00000062830	ortholog_one2one	ENSXETG00000044889	ortholog_one2one
ENSRNOG00000014618	ENSDARG00000008020	ortholog_one2one	ENSXETG00000017618	ortholog_one2one
ENSRNOG00000087299				
ENSRNOG00000088097				
ENSRNOG00000073421				
ENSRNOG00000017294	ENSDARG00000063190	ortholog_one2many	ENSXETG00000023629	ortholog_one2one
ENSRNOG00000017294	ENSDARG00000060257	ortholog_one2many	ENSXETG00000023629	ortholog_one2one
ENSRNOG00000083761				
ENSRNOG00000089002				
ENSRNOG00000088040				
ENSRNOG00000077395				
ENSRNOG00000062241	ENSDARG00000020217	ortholog_one2many	ENSXETG00000009892	ortholog_one2many
ENSRNOG00000020280	ENSDARG00000103770	ortholog_one2one	ENSXETG00000014338	ortholog_one2one
ENSRNOG00000001847				
ENSRNOG00000005659	ENSDARG00000037640	ortholog_one2one	ENSXETG00000009097	ortholog_one2one
ENSRNOG00000073425				
ENSRNOG00000084422				
ENSRNOG00000015682				
ENSRNOG00000091245				
ENSRNOG00000084706				
ENSRNOG00000090676				
ENSRNOG00000076630				
ENSRNOG00000008176	ENSDARG00000052960	ortholog_one2one		
ENSRNOG00000039848	ENSDARG00000077870	ortholog_one2one	ENSXETG00000010138	ortholog_one2one
ENSRNOG00000020350	ENSDARG00000044556	ortholog_one2many	ENSXETG00000008416	ortholog_one2one
ENSRNOG00000020350	ENSDARG00000113768	ortholog_one2many	ENSXETG00000008416	ortholog_one2one
ENSRNOG00000089316				
ENSRNOG00000082696				
ENSRNOG00000046044	ENSDARG00000030563	ortholog_many2many	ENSXETG00000036687	ortholog_many2many
ENSRNOG00000013241				
ENSRNOG00000085770				
ENSRNOG00000089103				
ENSRNOG00000013832	ENSDARG00000102787	ortholog_one2one	ENSXETG00000012108	ortholog_one2one
ENSRNOG00000024629	ENSDARG00000060594	ortholog_one2many	ENSXETG00000026457	ortholog_one2one
ENSRNOG00000024629	ENSDARG00000057128	ortholog_one2many	ENSXETG00000026457	ortholog_one2one
ENSRNOG00000002379				
ENSRNOG00000006513	ENSDARG00000061023	ortholog_one2one	ENSXETG00000037917	ortholog_one2one
ENSRNOG00000017326	ENSDARG00000044062	ortholog_one2one	ENSXETG00000023631	ortholog_one2one
ENSRNOG00000073619				
ENSRNOG00000086378				
ENSRNOG00000080959				
