Gene stable ID	Tropical clawed frog gene stable ID	Tropical clawed frog homology type
ENSDARG00000087015	ENSXETG00000042077	ortholog_many2many
ENSDARG00000087015	ENSXETG00000046645	ortholog_many2many
ENSDARG00000087015	ENSXETG00000043854	ortholog_many2many
ENSDARG00000087015	ENSXETG00000045116	ortholog_many2many
ENSDARG00000087015	ENSXETG00000043175	ortholog_many2many
ENSDARG00000087015	ENSXETG00000047248	ortholog_many2many
ENSDARG00000087015	ENSXETG00000049192	ortholog_many2many
ENSDARG00000087015	ENSXETG00000041417	ortholog_many2many
ENSDARG00000087015	ENSXETG00000043574	ortholog_many2many
ENSDARG00000087015	ENSXETG00000048693	ortholog_many2many
ENSDARG00000087015	ENSXETG00000049023	ortholog_many2many
ENSDARG00000087015	ENSXETG00000049494	ortholog_many2many
ENSDARG00000087015	ENSXETG00000043142	ortholog_many2many
ENSDARG00000087015	ENSXETG00000042917	ortholog_many2many
ENSDARG00000087015	ENSXETG00000045426	ortholog_many2many
ENSDARG00000087015	ENSXETG00000043002	ortholog_many2many
ENSDARG00000087015	ENSXETG00000045722	ortholog_many2many
ENSDARG00000087015	ENSXETG00000043337	ortholog_many2many
ENSDARG00000087015	ENSXETG00000041791	ortholog_many2many
ENSDARG00000084548		
ENSDARG00000099280	ENSXETG00000032346	ortholog_one2one
ENSDARG00000116837		
ENSDARG00000113210		
ENSDARG00000113472		
ENSDARG00000115610		
ENSDARG00000109274		
ENSDARG00000080952	ENSXETG00000029186	ortholog_one2many
ENSDARG00000093788		
ENSDARG00000051956	ENSXETG00000030839	ortholog_one2one
ENSDARG00000114727		
ENSDARG00000114281		
ENSDARG00000112130		
ENSDARG00000110940		
ENSDARG00000098664		
ENSDARG00000110372	ENSXETG00000040896	ortholog_many2many
ENSDARG00000110372	ENSXETG00000046338	ortholog_many2many
ENSDARG00000110372	ENSXETG00000043307	ortholog_many2many
ENSDARG00000110372	ENSXETG00000043861	ortholog_many2many
ENSDARG00000116707		
ENSDARG00000114439		
ENSDARG00000113542		
ENSDARG00000103390	ENSXETG00000000081	ortholog_one2many
ENSDARG00000110181		
ENSDARG00000080467	ENSXETG00000028971	ortholog_one2one
ENSDARG00000114728		
ENSDARG00000112489		
ENSDARG00000101627	ENSXETG00000020431	ortholog_one2one
ENSDARG00000115114		
ENSDARG00000117115		
ENSDARG00000115713		
ENSDARG00000101933		
ENSDARG00000100433		
ENSDARG00000110933		
ENSDARG00000111880		
ENSDARG00000115020		
ENSDARG00000084912		
ENSDARG00000114014		
ENSDARG00000089908	ENSXETG00000041023	ortholog_one2one
ENSDARG00000083932		
ENSDARG00000113789		
ENSDARG00000113711		
ENSDARG00000110903		
ENSDARG00000020850	ENSXETG00000022604	ortholog_one2one
ENSDARG00000109612		
ENSDARG00000101850		
ENSDARG00000100136	ENSXETG00000015662	ortholog_one2one
ENSDARG00000114199		
ENSDARG00000115768		
ENSDARG00000116150		
ENSDARG00000113147		
ENSDARG00000110904		
ENSDARG00000102946		
ENSDARG00000115936		
ENSDARG00000083150		
ENSDARG00000112396		
ENSDARG00000112434		
ENSDARG00000115970	ENSXETG00000039197	ortholog_one2many
ENSDARG00000115075		
ENSDARG00000084965		
ENSDARG00000114330		
ENSDARG00000113552	ENSXETG00000017359	ortholog_one2many
ENSDARG00000112833		
ENSDARG00000116165		
ENSDARG00000113551		
ENSDARG00000110633		
ENSDARG00000115933		
ENSDARG00000115749		
ENSDARG00000115409		
ENSDARG00000108715		
ENSDARG00000110724		
ENSDARG00000037560	ENSXETG00000017786	ortholog_one2one
ENSDARG00000110169		
ENSDARG00000094717	ENSXETG00000024429	ortholog_one2many
ENSDARG00000114605		
ENSDARG00000114231		
ENSDARG00000116233		
ENSDARG00000080448		
ENSDARG00000099999	ENSXETG00000013589	ortholog_one2many
ENSDARG00000110893		
ENSDARG00000106327		
ENSDARG00000087843	ENSXETG00000015810	ortholog_one2many
ENSDARG00000110010		
ENSDARG00000113275		
ENSDARG00000107728		
ENSDARG00000110747		
ENSDARG00000108200		
ENSDARG00000042845	ENSXETG00000043236	ortholog_many2many
ENSDARG00000042845	ENSXETG00000027327	ortholog_many2many
ENSDARG00000116215		
ENSDARG00000116500	ENSXETG00000024429	ortholog_one2many
ENSDARG00000108028		
ENSDARG00000110728		
ENSDARG00000026892	ENSXETG00000018544	ortholog_one2one
ENSDARG00000116045		
ENSDARG00000103686		
ENSDARG00000082020	ENSXETG00000029268	ortholog_one2one
ENSDARG00000108421		
ENSDARG00000113842		
ENSDARG00000113080		
ENSDARG00000116695		
ENSDARG00000114491		
ENSDARG00000063242	ENSXETG00000022287	ortholog_one2one
ENSDARG00000111030		
ENSDARG00000080745	ENSXETG00000041464	ortholog_one2many
ENSDARG00000080745	ENSXETG00000049337	ortholog_one2many
ENSDARG00000080745	ENSXETG00000044085	ortholog_one2many
ENSDARG00000080745	ENSXETG00000048360	ortholog_one2many
ENSDARG00000080745	ENSXETG00000038869	ortholog_one2many
ENSDARG00000080745	ENSXETG00000042963	ortholog_one2many
ENSDARG00000080745	ENSXETG00000043856	ortholog_one2many
ENSDARG00000080745	ENSXETG00000044518	ortholog_one2many
ENSDARG00000116958		
ENSDARG00000089861	ENSXETG00000009237	ortholog_one2one
ENSDARG00000108767		
ENSDARG00000111987		
ENSDARG00000113285		
ENSDARG00000100562	ENSXETG00000007104	ortholog_one2one
ENSDARG00000115769		
ENSDARG00000089368	ENSXETG00000037382	ortholog_one2one
ENSDARG00000106045		
ENSDARG00000115998		
ENSDARG00000112224		
ENSDARG00000111578		
ENSDARG00000108475	ENSXETG00000026803	ortholog_one2one
ENSDARG00000115381		
ENSDARG00000114666		
ENSDARG00000078391		
ENSDARG00000111845		
ENSDARG00000106862		
ENSDARG00000017006	ENSXETG00000004425	ortholog_one2one
ENSDARG00000113000		
ENSDARG00000116543		
ENSDARG00000116827		
ENSDARG00000110762		
ENSDARG00000111324		
ENSDARG00000109213		
ENSDARG00000109643		
ENSDARG00000116420		
ENSDARG00000019484	ENSXETG00000025991	ortholog_one2one
ENSDARG00000100591	ENSXETG00000049010	ortholog_many2many
ENSDARG00000082811	ENSXETG00000040446	ortholog_one2many
ENSDARG00000106113		
ENSDARG00000040803	ENSXETG00000009720	ortholog_one2one
ENSDARG00000112353		
ENSDARG00000113457		
ENSDARG00000020891	ENSXETG00000034042	ortholog_one2many
ENSDARG00000082131	ENSXETG00000028984	ortholog_one2one
ENSDARG00000110713		
ENSDARG00000068064	ENSXETG00000023588	ortholog_one2one
ENSDARG00000112975		
ENSDARG00000117007		
ENSDARG00000082938	ENSXETG00000048218	ortholog_one2many
ENSDARG00000115517		
ENSDARG00000112384		
ENSDARG00000114792		
ENSDARG00000085449		
ENSDARG00000101244	ENSXETG00000036606	ortholog_one2one
ENSDARG00000106243		
ENSDARG00000112001		
ENSDARG00000111586		
ENSDARG00000114262		
ENSDARG00000116067		
ENSDARG00000007531	ENSXETG00000027804	ortholog_one2one
ENSDARG00000111596		
ENSDARG00000081646	ENSXETG00000029111	ortholog_one2one
ENSDARG00000115416		
ENSDARG00000113961	ENSXETG00000039868	ortholog_one2one
ENSDARG00000099782		
ENSDARG00000111709		
ENSDARG00000109279		
ENSDARG00000111085		
ENSDARG00000110051		
ENSDARG00000111259	ENSXETG00000041830	ortholog_one2one
ENSDARG00000080493	ENSXETG00000041276	ortholog_one2many
ENSDARG00000061060	ENSXETG00000034609	ortholog_one2one
ENSDARG00000091337	ENSXETG00000033425	ortholog_many2many
ENSDARG00000091337	ENSXETG00000044088	ortholog_many2many
ENSDARG00000091337	ENSXETG00000048046	ortholog_many2many
ENSDARG00000091337	ENSXETG00000042811	ortholog_many2many
ENSDARG00000091337	ENSXETG00000047499	ortholog_many2many
ENSDARG00000091337	ENSXETG00000042077	ortholog_many2many
ENSDARG00000091337	ENSXETG00000046645	ortholog_many2many
ENSDARG00000091337	ENSXETG00000043854	ortholog_many2many
ENSDARG00000091337	ENSXETG00000045116	ortholog_many2many
ENSDARG00000091337	ENSXETG00000043175	ortholog_many2many
ENSDARG00000091337	ENSXETG00000047248	ortholog_many2many
ENSDARG00000091337	ENSXETG00000049192	ortholog_many2many
ENSDARG00000091337	ENSXETG00000041417	ortholog_many2many
ENSDARG00000091337	ENSXETG00000043574	ortholog_many2many
ENSDARG00000091337	ENSXETG00000048693	ortholog_many2many
ENSDARG00000091337	ENSXETG00000049023	ortholog_many2many
ENSDARG00000091337	ENSXETG00000049494	ortholog_many2many
ENSDARG00000091337	ENSXETG00000043142	ortholog_many2many
ENSDARG00000091337	ENSXETG00000042917	ortholog_many2many
ENSDARG00000091337	ENSXETG00000045426	ortholog_many2many
ENSDARG00000091337	ENSXETG00000043002	ortholog_many2many
ENSDARG00000091337	ENSXETG00000045722	ortholog_many2many
ENSDARG00000091337	ENSXETG00000043337	ortholog_many2many
ENSDARG00000091337	ENSXETG00000041791	ortholog_many2many
ENSDARG00000109891		
ENSDARG00000115752		
ENSDARG00000116477		
ENSDARG00000113573		
ENSDARG00000113019		
ENSDARG00000069027	ENSXETG00000040245	ortholog_one2many
ENSDARG00000116214		
ENSDARG00000115317		
ENSDARG00000102687	ENSXETG00000043439	ortholog_one2one
ENSDARG00000024277	ENSXETG00000006188	ortholog_one2one
ENSDARG00000113068		
ENSDARG00000109336		
ENSDARG00000104805	ENSXETG00000029108	ortholog_one2many
ENSDARG00000110693		
ENSDARG00000103230		
ENSDARG00000113675		
ENSDARG00000081800		
ENSDARG00000099093	ENSXETG00000005204	ortholog_one2one
ENSDARG00000112327		
ENSDARG00000115635		
ENSDARG00000038891		
ENSDARG00000059699	ENSXETG00000006830	ortholog_one2many
ENSDARG00000104839		
ENSDARG00000117191		
ENSDARG00000112011		
ENSDARG00000115832	ENSXETG00000031309	ortholog_one2one
ENSDARG00000107760		
ENSDARG00000116201		
ENSDARG00000098654	ENSXETG00000033082	ortholog_one2many
ENSDARG00000109976		
ENSDARG00000116944		
ENSDARG00000115761		
ENSDARG00000078139	ENSXETG00000001888	ortholog_one2one
ENSDARG00000115282	ENSXETG00000026152	ortholog_one2one
ENSDARG00000099341		
ENSDARG00000116077		
ENSDARG00000110192	ENSXETG00000022290	ortholog_one2many
ENSDARG00000100580		
ENSDARG00000115636	ENSXETG00000048900	ortholog_one2one
ENSDARG00000112884	ENSXETG00000040896	ortholog_many2many
ENSDARG00000112884	ENSXETG00000046338	ortholog_many2many
ENSDARG00000112884	ENSXETG00000043307	ortholog_many2many
ENSDARG00000112884	ENSXETG00000043861	ortholog_many2many
ENSDARG00000110942		
ENSDARG00000077304	ENSXETG00000023717	ortholog_one2one
ENSDARG00000105235		
ENSDARG00000115039		
ENSDARG00000112987		
ENSDARG00000116172		
ENSDARG00000113036		
ENSDARG00000006840	ENSXETG00000048384	ortholog_one2one
ENSDARG00000106471		
ENSDARG00000116460		
ENSDARG00000115639		
ENSDARG00000109483		
ENSDARG00000114942		
ENSDARG00000116883		
ENSDARG00000081340		
ENSDARG00000087188	ENSXETG00000007922	ortholog_one2many
ENSDARG00000117110		
ENSDARG00000109734		
ENSDARG00000116756		
ENSDARG00000112344		
ENSDARG00000114606		
ENSDARG00000116686		
ENSDARG00000112829		
ENSDARG00000113714		
ENSDARG00000113470		
ENSDARG00000083852		
ENSDARG00000112116		
ENSDARG00000113585		
ENSDARG00000109443	ENSXETG00000006002	ortholog_one2one
ENSDARG00000107930		
ENSDARG00000113696		
ENSDARG00000117028		
ENSDARG00000075226	ENSXETG00000022355	ortholog_one2many
ENSDARG00000102558		
ENSDARG00000106395		
ENSDARG00000113196		
ENSDARG00000105674		
ENSDARG00000117078		
ENSDARG00000112032	ENSXETG00000003936	ortholog_one2many
ENSDARG00000113911		
ENSDARG00000112743		
ENSDARG00000116637		
ENSDARG00000115626		
ENSDARG00000099477		
ENSDARG00000115904		
ENSDARG00000099271		
ENSDARG00000110921		
ENSDARG00000110883		
ENSDARG00000107506		
ENSDARG00000109897		
ENSDARG00000079145		
ENSDARG00000076721		
ENSDARG00000102217		
ENSDARG00000110831		
ENSDARG00000112682		
ENSDARG00000110143	ENSXETG00000022254	ortholog_one2many
ENSDARG00000103263		
ENSDARG00000110079		
ENSDARG00000070271	ENSXETG00000008061	ortholog_one2many
ENSDARG00000098289	ENSXETG00000043172	ortholog_one2one
ENSDARG00000114856		
ENSDARG00000115823		
ENSDARG00000081347	ENSXETG00000029005	ortholog_one2one
ENSDARG00000110418		
ENSDARG00000013302	ENSXETG00000028092	ortholog_one2one
ENSDARG00000109801		
ENSDARG00000040036	ENSXETG00000024079	ortholog_one2one
ENSDARG00000016016	ENSXETG00000019013	ortholog_one2many
ENSDARG00000099598	ENSXETG00000016241	ortholog_one2many
ENSDARG00000074757	ENSXETG00000026359	ortholog_one2one
ENSDARG00000100502	ENSXETG00000042118	ortholog_many2many
ENSDARG00000100502	ENSXETG00000041726	ortholog_many2many
ENSDARG00000110397		
ENSDARG00000098976		
ENSDARG00000067829	ENSXETG00000020468	ortholog_one2one
ENSDARG00000111257		
ENSDARG00000114816		
ENSDARG00000116535		
ENSDARG00000116091		
ENSDARG00000116799		
ENSDARG00000114710		
ENSDARG00000112092		
ENSDARG00000112403		
ENSDARG00000100598		
ENSDARG00000112259		
ENSDARG00000115546		
ENSDARG00000106018	ENSXETG00000036769	ortholog_one2many
ENSDARG00000109555		
ENSDARG00000112128		
ENSDARG00000110778		
ENSDARG00000111497		
ENSDARG00000109404		
ENSDARG00000110243		
ENSDARG00000091511	ENSXETG00000008062	ortholog_one2one
ENSDARG00000099648	ENSXETG00000016588	ortholog_one2many
ENSDARG00000079257	ENSXETG00000019404	ortholog_one2one
ENSDARG00000102094	ENSXETG00000023912	ortholog_one2many
ENSDARG00000102094	ENSXETG00000033339	ortholog_one2many
ENSDARG00000116545		
ENSDARG00000113004		
ENSDARG00000116603		
ENSDARG00000113161		
ENSDARG00000112969		
ENSDARG00000114210		
ENSDARG00000103095	ENSXETG00000007322	ortholog_one2one
ENSDARG00000112359		
ENSDARG00000110874	ENSXETG00000016016	ortholog_one2many
ENSDARG00000112796		
ENSDARG00000110354		
ENSDARG00000114883	ENSXETG00000047285	ortholog_many2many
ENSDARG00000114883	ENSXETG00000043919	ortholog_many2many
ENSDARG00000109757		
ENSDARG00000052377	ENSXETG00000048020	ortholog_one2one
ENSDARG00000116997		
ENSDARG00000098279	ENSXETG00000045785	ortholog_one2many
ENSDARG00000103296		
ENSDARG00000110516		
ENSDARG00000112919		
ENSDARG00000115692		
ENSDARG00000110885		
ENSDARG00000115481		
ENSDARG00000099844	ENSXETG00000027678	ortholog_one2one
ENSDARG00000111101		
ENSDARG00000111353		
ENSDARG00000116714		
ENSDARG00000115460		
ENSDARG00000114425	ENSXETG00000045573	ortholog_one2one
ENSDARG00000077815	ENSXETG00000043541	ortholog_one2one
ENSDARG00000075163		
ENSDARG00000113200		
ENSDARG00000074081	ENSXETG00000012829	ortholog_one2one
ENSDARG00000003860	ENSXETG00000012175	ortholog_one2one
ENSDARG00000053454	ENSXETG00000031338	ortholog_one2many
ENSDARG00000113732		
ENSDARG00000116734		
ENSDARG00000115244		
ENSDARG00000115920		
ENSDARG00000112443	ENSXETG00000024429	ortholog_one2many
ENSDARG00000109431		
ENSDARG00000110230		
ENSDARG00000116580		
ENSDARG00000101131	ENSXETG00000010464	ortholog_one2many
ENSDARG00000110064		
ENSDARG00000023508	ENSXETG00000006415	ortholog_one2one
ENSDARG00000015050	ENSXETG00000015713	ortholog_one2one
ENSDARG00000113232		
ENSDARG00000104441	ENSXETG00000043909	ortholog_one2one
ENSDARG00000114749		
ENSDARG00000100925	ENSXETG00000046471	ortholog_one2many
ENSDARG00000070957	ENSXETG00000012456	ortholog_one2one
ENSDARG00000115941		
ENSDARG00000115649		
ENSDARG00000090585	ENSXETG00000003037	ortholog_one2many
ENSDARG00000099586	ENSXETG00000021263	ortholog_one2many
ENSDARG00000110951		
ENSDARG00000112567		
ENSDARG00000009026	ENSXETG00000015555	ortholog_one2one
ENSDARG00000114986		
ENSDARG00000038587		
ENSDARG00000112276		
ENSDARG00000112451	ENSXETG00000015570	ortholog_one2many
ENSDARG00000112451	ENSXETG00000045739	ortholog_one2many
ENSDARG00000116003	ENSXETG00000014367	ortholog_many2many
ENSDARG00000116003	ENSXETG00000008714	ortholog_many2many
ENSDARG00000116232		
ENSDARG00000111128		
ENSDARG00000113977	ENSXETG00000021234	ortholog_one2many
ENSDARG00000110149		
ENSDARG00000112105		
ENSDARG00000117025		
ENSDARG00000114428		
ENSDARG00000109611		
ENSDARG00000113308		
ENSDARG00000109701		
ENSDARG00000109892		
ENSDARG00000058508	ENSXETG00000024528	ortholog_one2one
ENSDARG00000102243	ENSXETG00000006090	ortholog_one2many
ENSDARG00000112818		
ENSDARG00000111872		
ENSDARG00000109464		
ENSDARG00000115426		
ENSDARG00000110379		
ENSDARG00000111549		
ENSDARG00000116075		
ENSDARG00000100505	ENSXETG00000025903	ortholog_one2one
ENSDARG00000017255	ENSXETG00000002260	ortholog_one2many
ENSDARG00000060518	ENSXETG00000000758	ortholog_one2one
ENSDARG00000110982		
ENSDARG00000100440	ENSXETG00000007094	ortholog_one2one
ENSDARG00000079475	ENSXETG00000009319	ortholog_one2one
ENSDARG00000099903	ENSXETG00000035388	ortholog_one2one
ENSDARG00000115070		
ENSDARG00000101629		
ENSDARG00000112962		
ENSDARG00000111961		
ENSDARG00000111389		
ENSDARG00000099425	ENSXETG00000024110	ortholog_many2many
ENSDARG00000110129		
ENSDARG00000116943		
ENSDARG00000115533		
ENSDARG00000017649	ENSXETG00000014706	ortholog_one2many
ENSDARG00000112601		
ENSDARG00000110518		
ENSDARG00000100657	ENSXETG00000000762	ortholog_one2one
ENSDARG00000116322		
ENSDARG00000099599	ENSXETG00000017102	ortholog_many2many
ENSDARG00000099599	ENSXETG00000042793	ortholog_many2many
ENSDARG00000115627		
ENSDARG00000112014		
ENSDARG00000109368		
ENSDARG00000111144		
ENSDARG00000077853	ENSXETG00000027373	ortholog_one2one
ENSDARG00000109544		
ENSDARG00000116373		
ENSDARG00000089369		
ENSDARG00000113998		
ENSDARG00000113884		
ENSDARG00000100378		
ENSDARG00000114389		
ENSDARG00000030254		
ENSDARG00000100621		
ENSDARG00000114437	ENSXETG00000042118	ortholog_many2many
ENSDARG00000114437	ENSXETG00000041726	ortholog_many2many
ENSDARG00000117077		
ENSDARG00000035178		
ENSDARG00000086880		
ENSDARG00000109760		
ENSDARG00000114601	ENSXETG00000047702	ortholog_one2many
ENSDARG00000098856		
ENSDARG00000111467		
ENSDARG00000110207		
ENSDARG00000110536		
ENSDARG00000116223		
ENSDARG00000095148		
ENSDARG00000052190	ENSXETG00000021499	ortholog_one2one
ENSDARG00000113250	ENSXETG00000010404	ortholog_one2many
ENSDARG00000110031		
ENSDARG00000113081		
ENSDARG00000111214		
ENSDARG00000099386	ENSXETG00000033760	ortholog_one2many
ENSDARG00000117155	ENSXETG00000017095	ortholog_one2one
ENSDARG00000100940	ENSXETG00000000314	ortholog_one2one
ENSDARG00000116639		
ENSDARG00000086214	ENSXETG00000033787	ortholog_one2many
ENSDARG00000109434		
ENSDARG00000114108	ENSXETG00000040896	ortholog_many2many
ENSDARG00000114108	ENSXETG00000046338	ortholog_many2many
ENSDARG00000114108	ENSXETG00000043307	ortholog_many2many
ENSDARG00000114108	ENSXETG00000043861	ortholog_many2many
ENSDARG00000116060		
ENSDARG00000105018	ENSXETG00000025653	ortholog_one2one
ENSDARG00000112791	ENSXETG00000044258	ortholog_many2many
ENSDARG00000112791	ENSXETG00000049396	ortholog_many2many
ENSDARG00000112791	ENSXETG00000046789	ortholog_many2many
ENSDARG00000112791	ENSXETG00000048937	ortholog_many2many
ENSDARG00000112791	ENSXETG00000045840	ortholog_many2many
ENSDARG00000112791	ENSXETG00000046704	ortholog_many2many
ENSDARG00000112791	ENSXETG00000042226	ortholog_many2many
ENSDARG00000116417		
ENSDARG00000105301	ENSXETG00000034823	ortholog_one2many
ENSDARG00000114266		
ENSDARG00000113111	ENSXETG00000030286	ortholog_one2one
ENSDARG00000111143		
ENSDARG00000109392		
ENSDARG00000087822	ENSXETG00000044698	ortholog_one2one
ENSDARG00000110127		
ENSDARG00000091138	ENSXETG00000015291	ortholog_one2one
ENSDARG00000112537		
ENSDARG00000100797	ENSXETG00000014111	ortholog_one2many
ENSDARG00000017121	ENSXETG00000037195	ortholog_one2one
ENSDARG00000113539		
ENSDARG00000104648		
ENSDARG00000015068		
ENSDARG00000074684	ENSXETG00000016901	ortholog_one2one
ENSDARG00000109345		
ENSDARG00000102212		
ENSDARG00000113990		
ENSDARG00000112213	ENSXETG00000013911	ortholog_many2many
ENSDARG00000112213	ENSXETG00000040556	ortholog_many2many
ENSDARG00000102978	ENSXETG00000013720	ortholog_one2one
ENSDARG00000111946	ENSXETG00000038258	ortholog_one2one
ENSDARG00000111004		
ENSDARG00000043799	ENSXETG00000018212	ortholog_one2many
ENSDARG00000111550	ENSXETG00000042118	ortholog_many2many
ENSDARG00000111550	ENSXETG00000041726	ortholog_many2many
ENSDARG00000086314		
ENSDARG00000110369		
ENSDARG00000112477		
ENSDARG00000115544		
ENSDARG00000113183		
ENSDARG00000109969		
ENSDARG00000101189		
ENSDARG00000109717	ENSXETG00000040498	ortholog_one2one
ENSDARG00000113264		
ENSDARG00000110285		
ENSDARG00000113791		
ENSDARG00000114287		
ENSDARG00000116445		
ENSDARG00000111856		
ENSDARG00000015657	ENSXETG00000016808	ortholog_one2many
ENSDARG00000109406		
ENSDARG00000098732		
ENSDARG00000112291		
ENSDARG00000101906		
ENSDARG00000042010	ENSXETG00000013164	ortholog_one2one
ENSDARG00000103125	ENSXETG00000015935	ortholog_one2many
ENSDARG00000099596	ENSXETG00000035930	ortholog_one2one
ENSDARG00000102911	ENSXETG00000045959	ortholog_one2many
ENSDARG00000113138		
ENSDARG00000018192	ENSXETG00000031995	ortholog_one2one
ENSDARG00000092488	ENSXETG00000016903	ortholog_one2one
ENSDARG00000110896		
ENSDARG00000110688		
ENSDARG00000107296	ENSXETG00000005213	ortholog_one2many
ENSDARG00000112240		
ENSDARG00000076158		
ENSDARG00000114306	ENSXETG00000039254	ortholog_one2many
ENSDARG00000103777	ENSXETG00000045617	ortholog_one2many
ENSDARG00000110303		
ENSDARG00000089361	ENSXETG00000048978	ortholog_one2one
ENSDARG00000090454		
ENSDARG00000110641		
ENSDARG00000007923	ENSXETG00000012288	ortholog_one2one
ENSDARG00000112947		
ENSDARG00000113053		
ENSDARG00000087131	ENSXETG00000048975	ortholog_many2many
ENSDARG00000087131	ENSXETG00000038848	ortholog_many2many
ENSDARG00000087131	ENSXETG00000006423	ortholog_many2many
ENSDARG00000070858		
ENSDARG00000110109		
ENSDARG00000112194		
ENSDARG00000001937		
ENSDARG00000044501	ENSXETG00000007462	ortholog_one2many
ENSDARG00000079681		
ENSDARG00000077316	ENSXETG00000036961	ortholog_one2many
ENSDARG00000058736	ENSXETG00000010239	ortholog_one2many
ENSDARG00000111585	ENSXETG00000007619	ortholog_one2one
ENSDARG00000102983	ENSXETG00000040778	ortholog_one2many
ENSDARG00000052351	ENSXETG00000011547	ortholog_one2one
ENSDARG00000100673	ENSXETG00000040896	ortholog_many2many
ENSDARG00000100673	ENSXETG00000046338	ortholog_many2many
ENSDARG00000100673	ENSXETG00000043307	ortholog_many2many
ENSDARG00000100673	ENSXETG00000043861	ortholog_many2many
ENSDARG00000109673		
ENSDARG00000073847	ENSXETG00000002029	ortholog_one2one
ENSDARG00000024920	ENSXETG00000017046	ortholog_one2many
ENSDARG00000109618		
ENSDARG00000113392		
ENSDARG00000005679		
ENSDARG00000116848		
ENSDARG00000109583		
ENSDARG00000113635		
ENSDARG00000115791		
ENSDARG00000114187	ENSXETG00000040896	ortholog_many2many
ENSDARG00000114187	ENSXETG00000046338	ortholog_many2many
ENSDARG00000114187	ENSXETG00000043307	ortholog_many2many
ENSDARG00000114187	ENSXETG00000043861	ortholog_many2many
ENSDARG00000090675	ENSXETG00000030272	ortholog_one2one
ENSDARG00000103462	ENSXETG00000017275	ortholog_one2many
ENSDARG00000112088	ENSXETG00000030404	ortholog_one2many
ENSDARG00000109971		
ENSDARG00000114680		
ENSDARG00000101316	ENSXETG00000004042	ortholog_one2one
ENSDARG00000042608	ENSXETG00000007286	ortholog_one2one
ENSDARG00000098414	ENSXETG00000034469	ortholog_one2one
ENSDARG00000112512		
ENSDARG00000070832	ENSXETG00000022022	ortholog_one2one
ENSDARG00000036245	ENSXETG00000012051	ortholog_one2one
ENSDARG00000113702	ENSXETG00000004073	ortholog_one2many
ENSDARG00000090976	ENSXETG00000024652	ortholog_one2one
ENSDARG00000111618		
ENSDARG00000109552		
ENSDARG00000113306		
ENSDARG00000116327		
ENSDARG00000115539		
ENSDARG00000009160	ENSXETG00000016227	ortholog_one2one
ENSDARG00000084555		
ENSDARG00000115561		
ENSDARG00000109545		
ENSDARG00000102828	ENSXETG00000019492	ortholog_one2one
ENSDARG00000115093		
ENSDARG00000112631		
ENSDARG00000116272		
ENSDARG00000101253		
ENSDARG00000111899	ENSXETG00000045617	ortholog_one2many
ENSDARG00000109460	ENSXETG00000043085	ortholog_one2many
ENSDARG00000113847		
ENSDARG00000112287		
ENSDARG00000080203		
ENSDARG00000113416		
ENSDARG00000112244		
ENSDARG00000106545		
ENSDARG00000114597		
ENSDARG00000015502	ENSXETG00000010850	ortholog_many2many
ENSDARG00000090524	ENSXETG00000003340	ortholog_one2many
ENSDARG00000109287	ENSXETG00000048448	ortholog_one2many
ENSDARG00000080345		
ENSDARG00000114453		
ENSDARG00000114325		
ENSDARG00000017874	ENSXETG00000021053	ortholog_one2one
ENSDARG00000105205		
ENSDARG00000114988		
ENSDARG00000101052		
ENSDARG00000084018		
ENSDARG00000112189		
ENSDARG00000057151	ENSXETG00000013305	ortholog_one2one
ENSDARG00000082665		
ENSDARG00000108939	ENSXETG00000003933	ortholog_one2many
ENSDARG00000077909	ENSXETG00000011429	ortholog_one2one
ENSDARG00000082215		
ENSDARG00000086753	ENSXETG00000035874	ortholog_one2one
ENSDARG00000080241		
ENSDARG00000116842		
ENSDARG00000109606		
ENSDARG00000112456		
ENSDARG00000113947		
ENSDARG00000053298	ENSXETG00000023499	ortholog_one2one
ENSDARG00000110273		
ENSDARG00000108678		
ENSDARG00000113427		
ENSDARG00000116947		
ENSDARG00000116293		
ENSDARG00000116553		
ENSDARG00000112162		
ENSDARG00000111015		
ENSDARG00000103156	ENSXETG00000039039	ortholog_one2many
ENSDARG00000084849		
ENSDARG00000112695		
ENSDARG00000087751		
ENSDARG00000085040		
ENSDARG00000113093		
ENSDARG00000102478	ENSXETG00000007838	ortholog_one2one
ENSDARG00000115621		
ENSDARG00000115992	ENSXETG00000042373	ortholog_one2many
ENSDARG00000090501		
ENSDARG00000099290		
ENSDARG00000115394		
ENSDARG00000105182		
ENSDARG00000112624		
ENSDARG00000111982		
ENSDARG00000080775	ENSXETG00000048880	ortholog_many2many
ENSDARG00000080775	ENSXETG00000044264	ortholog_many2many
ENSDARG00000080775	ENSXETG00000040549	ortholog_many2many
ENSDARG00000080775	ENSXETG00000048609	ortholog_many2many
ENSDARG00000109986		
ENSDARG00000105923		
ENSDARG00000116160		
ENSDARG00000084839		
ENSDARG00000112467		
ENSDARG00000084381		
ENSDARG00000039667	ENSXETG00000016963	ortholog_one2one
ENSDARG00000115288	ENSXETG00000039013	ortholog_many2many
ENSDARG00000115288	ENSXETG00000046649	ortholog_many2many
ENSDARG00000115288	ENSXETG00000044416	ortholog_many2many
ENSDARG00000115288	ENSXETG00000037423	ortholog_many2many
ENSDARG00000115288	ENSXETG00000037405	ortholog_many2many
