EntrezGeneID,GeneSymbol,TranscriptsNumber,UniqueExonsPerGene,MaxExonPerTranscript
243574,Kbtbd8,2,6,4
243612,Ssu2,2,13,12
243616,Slc6a11,1,14,14
243621,Iqsec3,2,14,14
243628,Vmn2r24,1,6,6
243634,Ano2,3,27,26
243653,Clec1a,2,7,6
243655,Klre1,1,7,7
243659,Styk1,1,9,9
243725,Ppp1r9a,2,17,16
243743,Plxna4,1,32,32
243753,Slc23a4,1,8,8
243755,Slc13a4,1,16,16
243764,Chrm2,1,3,3
243771,Parp12,1,12,12
243780,E330009J07Rik,1,9,9
243813,Leng9,1,1,1
243816,Gp6,1,8,8
243819,Ppp6r1,1,24,24
243822,Fam71e2,1,11,11
243833,Zfp128,1,4,4
243834,Zfp324,3,7,4
243842,Bicra,1,14,14
243846,Ccdc9,2,16,14
243853,Fkrp,2,4,3
243862,Psg22,1,5,5
243864,Mill2,2,6,6
243867,Fbxo46,1,2,2
243874,Nlrp9b,1,10,10
243880,Nlrp4a,2,12,11
243881,Cyp2b23,1,9,9
243897,Ggn,3,5,3
243905,Zfp568,3,11,10
243906,Zfp14,3,7,6
243910,Nfkbid,3,14,12
243911,Kirrel2,1,15,15
243912,Hspb6,2,4,3
243914,Lgi4,1,9,9
243923,Rgs9bp,1,1,1
243931,Tshz3,1,2,2
243937,Zfp536,1,6,6
243944,4930433I11Rik,1,2,2
243958,Siglecg,1,12,12
243961,Shank1,1,25,25
243963,Zfp473,5,10,5
243967,Ntn5,4,10,7
243978,Mrgprx2,1,2,2
243979,Mrgprb2,1,2,2
243983,Zdhhc13,1,17,17
243996,4933405O20Rik,1,1,1
244049,Mctp2,1,23,23
244058,Rgma,1,4,4
244059,Chd2,1,39,39
244071,Agbl1,1,23,23
244091,Fsd2,1,13,13
244114,Vmn2r72,1,6,6
244141,Nars2,1,14,14
244144,Usp35,1,10,10
244152,Tsku,4,5,4
244178,Ubqln3,1,2,2
244179,Ubqlnl,1,1,1
244180,Olfm5,1,6,6
244183,Trim30b,1,2,2
244187,Olfr684,1,1,1
244198,Olfml1,1,3,3
244199,Ovch2,1,16,16
244202,Nlrp10,1,3,3
244209,Cyp2r1,1,5,5
244216,Zfp771,2,6,3
244218,Ctf2,1,3,3
244219,Zfp668,5,8,5
244233,Cd163l1,1,14,14
244234,5830411N06Rik,3,17,16
244237,Tnfrsf26,1,8,8
244238,Mrgpre,1,2,2
244281,Myo16,1,35,35
244310,Dlgap2,2,17,16
244329,Mcph1,1,14,14
244332,Defb14,1,2,2
244334,Defb8,1,2,2
244349,Kat6a,2,18,18
244373,Erlin2,3,16,13
244416,Ppp1r3b,4,5,3
244418,Prag1,1,6,6
244421,Lonrf1,1,12,12
244431,Sgcz,1,8,8
244448,Triml1,1,6,6
244484,Wdr17,3,33,31
244486,Adam29,1,2,2
244495,Sgo2b,1,8,8
244548,Elmod2,2,10,9
244550,Podnl1,1,10,10
244551,Nanos3,2,4,2
244556,Zfp791,2,7,5
244562,Abcc12,1,29,29
244579,Tox3,1,7,7
244585,Rpgrip1l,1,26,26
244595,Ces1a,1,14,14
244608,Ccdc113,1,9,9
244631,Pskh1,1,3,3
244646,Pkd1l3,3,36,34
244650,Phlpp2,1,19,19
244653,Hydin,1,87,87
244654,Mtss2,2,16,14
244666,Sprtn,1,5,5
244667,Disc1,2,13,13
244668,Sipa1l2,2,23,22
244672,Cwf19l2,1,18,18
244682,Cntn5,2,26,25
244694,Kdm4d,1,2,2
244698,Hephl1,1,20,20
244701,Mtnr1b,1,2,2
244713,Zfp317,1,9,9
244721,Zfp846,1,6,6
244723,Olfm2,3,8,6
244745,Dpy19l1,2,24,23
244757,Glb1l2,2,20,20
244810,AW551984,3,22,20
244813,Bsx,1,3,3
244853,Nxpe4,1,9,9
244859,Ankk1,1,8,8
244864,Layn,1,8,8
244867,Arhgap20,1,15,15
244871,Zc3h12c,2,7,6
244879,Npat,1,18,18
244882,Tnfaip8l3,1,2,2
244885,Sh2d7,1,6,6
244886,Tmem266,2,13,11
244891,Scaper,3,35,33
244895,Peak1,1,7,7
244911,C2cd4a,1,2,2
244923,Klhl31,1,3,3
244954,Prss35,1,2,2
244958,Mrap2,3,6,5
244962,Snx14,2,29,29
245000,Atr,1,47,47
245007,Zbtb38,3,5,3
245020,Slc35g2,1,2,2
245026,Col6a6,2,39,37
245038,Dclk3,1,5,5
245049,Myrip,1,17,17
245050,Gask1a,2,8,5
245109,Zscan4c,1,4,4
245126,Tarm1,2,8,7
245128,AU018091,1,12,12
245174,Zfp937,1,4,4
245195,Retnlg,1,4,4
245240,9930111J21Rik2,1,3,3
245263,Gm4981,1,1,1
245269,Nim1k,1,4,4
245282,Apol10a,1,4,4
245305,B230307C23Rik,2,6,5
245308,Zdhhc19,1,9,9
245347,Gm4984,1,1,1
245350,AA414768,1,1,1
245368,Zfp300,2,6,5
245381,Sowahd,1,1,1
245386,Tmem255a,3,11,10
245403,Dcaf12l2,1,1,1
245404,Dcaf12l1,2,3,2
245423,Gm364,1,17,17
245424,Gpr101,1,2,2
245440,Gm4988,1,3,3
245446,Slitrk4,3,5,4
245450,Slitrk2,2,4,3
245468,Pnma3,1,1,1
245469,Pdzd4,2,8,8
245474,Dkc1,4,21,16
245492,4930595M18Rik,1,4,4
245509,4932429P05Rik,1,2,2
245511,4930415L06Rik,1,2,2
245522,Zc4h2,3,7,5
245525,Hsf3,3,14,12
245526,Pgr15l,1,5,5
245527,Eda2r,3,10,8
245532,Awat2,2,9,8
245533,Awat1,1,7,7
245536,Gm614,2,7,6
245537,Nlgn3,1,7,7
245555,Nexmif,1,5,5
245566,Cypt2,1,2,2
245572,Tbx22,3,14,9
245578,Pcdh11x,2,7,7
245583,Tgif2lx1,1,1,1
245595,Zfp711,1,9,9
245596,Hdx,2,10,10
245607,Gprasp2,4,10,7
245610,Nxf3,1,19,19
245615,Kir3dl2,1,9,9
245616,Kir3dl1,2,9,9
245622,Fam199x,1,6,6
245631,Pwwp3b,5,10,7
245638,Tbc1d8b,1,21,21
245643,Frmpd3,1,15,15
245650,Gucy2f,1,20,20
245666,Iqsec2,2,19,15
245670,Rragb,1,11,11
245671,Klf8,2,10,8
245683,Klhl34,1,1,1
245684,Cnksr2,2,22,22
245688,Rbbp7,1,12,12
245695,Tceanc,1,5,5
245827,Fat2,1,23,23
245828,Trappc1,1,5,5
245839,Gzmn,2,7,6
245841,Polr2h,2,7,5
245847,Amdhd2,1,11,11
245857,Ssh3,2,15,14
245860,Atg9a,3,18,16
245865,Spag4,1,12,12
245866,Ift52,2,14,13
245867,Pcmtd2,2,9,7
245877,Map7d1,3,20,18
245880,Wasf3,1,10,10
245884,Fam71f2,1,5,5
245886,Ankrd27,3,30,29
245902,Ccdc15,1,16,16
245944,Vps54,2,24,23
245945,Rbm47,4,10,8
246048,Chodl,2,7,6
246049,Slc36a2,1,10,10
246079,Defb9,1,2,2
246080,Defb7,1,2,2
246081,Defb11,1,2,2
246082,Defb15,1,2,2
246083,Defb13,1,2,2
246084,Defb35,1,2,2
246085,Defb10,1,2,2
246086,Onecut3,1,2,2
246102,Rttn,1,49,49
246103,Atxn7,1,12,12
246104,Rhbdl3,1,9,9
246133,Kcne2,2,3,2
246154,Vasn,1,2,2
246177,Myo1g,1,22,22
246179,Fktn,4,15,11
246190,Otoa,1,29,29
246196,Zfp277,2,13,13
246198,Mllt6,1,20,20
246221,Mpst,3,5,3
246228,Vwa1,1,4,4
246229,Bivm,4,14,11
246256,Fcgr4,1,5,5
246257,Ovca2,1,2,2
246277,Csad,4,19,18
246278,Cd207,1,6,6
246293,Klhl8,3,12,11
246313,Prokr2,1,3,3
246316,Lgi2,2,9,8
246317,Neto1,2,13,11
246691,Prok1,2,4,3
246694,Hps5,3,25,23
246696,Slc25a28,2,4,4
246700,Defb19,1,2,2
246703,Naxe,1,6,6
246707,Emilin2,4,11,8
246709,Rgs13,1,6,6
246710,Rhobtb2,1,10,10
246727,Oas3,1,16,16
246728,Oas2,2,12,12
246729,Oas1h,2,6,6
246730,Oas1a,1,7,7
246735,AY074887,1,1,1
246738,Dnajc28,2,3,2
246746,Cd300lf,3,9,7
246747,Adig,1,3,3
246779,Il27,1,5,5
246782,Atpaf2,3,10,9
246787,Slc5a2,1,14,14
246788,Trpv3,1,18,18
246791,Obox3,1,5,5
246792,Obox2,1,4,4
252829,Obox5,1,4,4
252830,Obox6,1,3,3
252837,Ackr4,1,3,3
252838,Tox,1,9,9
252864,Dusp15,2,9,7
252866,Adam34,1,2,2
252868,Odf4,1,5,5
252870,Usp7,1,31,31
252875,Mios,1,12,12
252876,Gin1,2,9,8
252903,Ap1s3,1,5,5
252904,Vmn1r69,1,1,1
252905,Vmn1r72,1,1,1
252906,Vmn1r189,1,1,1
252907,Vmn1r192,1,1,1
252909,Vmn1r85,1,1,1
252910,Vmn1r71,1,1,1
252912,Vmn1r188,1,1,1
252966,Cables2,1,10,10
252967,Ropn1l,1,5,5
252972,Tpcn1,1,28,28
252973,Grhl2,1,16,16
252974,Tspear,1,12,12
257630,Il17f,1,3,3
257632,Nod2,1,13,13
257633,Acsf3,1,10,10
257635,Sdsl,1,8,8
257662,Olfr1290,3,4,3
257664,Olfr773,1,1,1
257665,Olfr1506,1,2,2
257666,Olfr772,1,1,1
257667,Olfr769,1,1,1
257734,Olfr1355,1,2,2
257872,Olfr835,1,1,1
257875,Olfr1116,1,1,1
257880,Olfr1066,1,1,1
257881,Olfr205,1,1,1
257882,Olfr1344,1,1,1
257883,Olfr1357,1,2,2
257884,Olfr744,1,1,1
257885,Olfr885,1,1,1
257886,Olfr225,1,1,1
257887,Olfr1200,1,1,1
257888,Olfr1386,1,1,1
257889,Olfr132,1,1,1
257890,Olfr12,1,1,1
257891,Olfr479,1,1,1
257892,Olfr324,1,1,1
257898,Olfr867,1,1,1
257899,Olfr1000,1,1,1
257900,Olfr1024,1,1,1
257902,Olfr704,1,1,1
257904,Olfr294,1,1,1
257905,Olfr298,1,1,1
257906,Olfr293,1,1,1
257908,Olfr115,1,1,1
257909,Olfr735,1,1,1
257910,Olfr671,1,1,1
257912,Olfr948,1,1,1
257913,Olfr141,1,1,1
257914,Olfr663,1,1,1
257915,Olfr1016,1,1,1
257916,Olfr1031,1,1,1
257917,Olfr314,1,1,1
257919,Olfr467,1,1,1
257921,Olfr1229,1,1,1
257926,Olfr544,1,2,2
257929,Olfr299,1,1,1
257931,Olfr317,1,1,1
257932,Olfr332,1,2,2
257933,Olfr1089,1,1,1
257935,Olfr1287,1,1,1
257936,Olfr1028,1,1,1
257938,Olfr1419,1,1,1
257939,Olfr527,1,1,1
257941,Olfr1042,1,1,1
257943,Olfr285,1,1,1
257947,Olfr543,1,1,1
257950,Olfr1039,1,1,1
257951,Olfr987,1,1,1
257956,Olfr1307,1,1,1
257958,Olfr301,1,3,3
257959,Olfr1537,1,1,1
257961,Olfr1432,1,1,1
257962,Olfr222,1,1,1
257963,Olfr857,1,1,1
257971,Olfr1382,1,1,1
257972,Olfr193,1,1,1
257973,Olfr207,1,1,1
257974,Olfr1053,1,1,1
257975,Olfr598,1,1,1
257978,Olfr1322,1,1,1
257979,Olfr1281,1,1,1
257980,Olfr1275,1,1,1
257984,Olfr1249,1,1,1
257985,Olfr782,1,1,1
257996,Olfr884,1,1,1
258008,Olfr1513,1,1,1
258016,Olfr453,1,1,1
258019,Olfr212,1,2,2
258020,Olfr213,1,1,1
258022,Olfr1318,1,1,1
258023,Olfr1306,1,1,1
258025,Olfr1211,1,1,1
258027,Olfr1385,1,1,1
258028,Olfr901,1,1,1
258035,Olfr191,1,1,1
258036,Olfr198,1,1,1
258039,Olfr728,1,1,1
258041,Olfr485,1,1,1
258042,Olfr487,1,1,1
258046,Olfr951,1,1,1
258051,Olfr93,1,1,1
258055,Olfr524,1,1,1
258056,Olfr533,1,1,1
258060,Olfr1181,1,1,1
258064,Olfr316,1,1,1
258065,Olfr312,1,1,1
258067,Olfr1359,1,1,1
258068,Olfr804,1,1,1
258069,Olfr787,1,1,1
258074,Olfr834,1,1,1
258075,Olfr832,1,1,1
258085,Olfr1105,1,1,1
258086,Olfr967,1,1,1
258087,Olfr963,1,1,1
258089,Olfr304,1,1,1
258094,Olfr761,1,1,1
258095,Olfr119,2,4,3
258096,Olfr112,1,5,5
258097,Olfr1500,1,1,1
258098,Olfr1490,1,1,1
258101,Olfr1137,1,1,1
258103,Olfr1152,1,1,1
258105,Olfr1162,1,1,1
258111,Olfr1129,1,1,1
258113,Olfr748,1,1,1
258117,Olfr1437,1,2,2
258120,Olfr1463,1,1,1
258121,Olfr1465,1,1,1
258123,Olfr1474,1,1,1
258134,Olfr426,1,2,2
258135,Olfr597,1,1,1
258136,Olfr517,1,1,1
258139,Olfr591,1,1,1
258147,Olfr675,1,1,1
258148,Olfr789,1,1,1
258150,Olfr792,1,1,1
258151,Olfr1505,1,1,1
258153,Olfr412,1,1,1
258154,Olfr1029,1,1,1
258155,Olfr1425,1,1,1
258156,Olfr605,1,1,1
258158,Olfr169,1,1,1
258159,Olfr1331,1,1,1
258160,Olfr685,1,1,1
258163,Olfr504,1,1,1
258165,Olfr965,1,1,1
258166,Olfr988,1,1,1
258167,Olfr1182,1,3,3
258168,Olfr566,1,2,2
258173,Olfr1532-ps1,1,2,2
258177,Olfr1222,1,1,1
258178,Olfr180,1,2,2
258180,Olfr699,1,1,1
258181,Olfr406,1,1,1
258183,Olfr917,1,1,1
258189,Olfr624,1,1,1
258196,Olfr309,1,1,1
258198,Olfr224,1,1,1
258201,Olfr538,1,1,1
258203,Olfr1178,1,1,1
258206,Olfr1264,1,1,1
258207,Olfr452,1,1,1
258214,Olfr1329,1,1,1
258215,Olfr506,1,1,1
258216,Olfr1034,1,1,1
258218,Olfr102,1,1,1
258219,Olfr94,1,1,1
258220,Olfr1148,1,1,1
258222,Olfr310,1,1,1
258225,Olfr913,1,2,2
258227,Olfr1418,1,1,1
258228,Olfr1415,1,1,1
258231,Olfr1471,1,1,1
258232,Olfr774,1,1,1
258233,Olfr741,1,3,3
258235,Olfr1084,1,1,1
258236,Olfr391-ps,1,2,2
258238,Olfr417,1,1,1
258241,Olfr1212,1,1,1
258242,Olfr955,1,1,1
258245,Olfr1036,1,1,1
258246,Olfr594,1,1,1
258247,Olfr645,1,1,1
258248,Olfr576,1,1,1
258249,Olfr845,1,1,1
258252,Olfr813,1,1,1
258255,Olfr1010,1,3,3
258257,Olfr1313,1,1,1
258258,Olfr1308,1,1,1
258259,Olfr1338,1,1,1
258261,Olfr325,1,1,1
258263,Olfr117,1,1,1
258264,Olfr747,1,1,1
258265,Olfr1333,1,1,1
258266,Olfr247,1,1,1
258267,Olfr370,1,1,1
258268,Olfr1511,1,1,1
258269,Olfr930,1,1,1
258270,Olfr448,1,1,1
258271,Olfr1311,1,1,1
258272,Olfr1402,1,1,1
258273,Olfr1394,1,1,1
258274,Olfr1412,1,1,1
258275,Olfr729,1,1,1
258276,Olfr960,1,1,1
258277,Olfr281,1,1,1
258278,Olfr284,1,1,1
258279,Olfr846,1,1,1
258280,Olfr1366,1,1,1
258281,Olfr780,1,1,1
258282,Olfr801,1,1,1
258283,Olfr981,1,1,1
258284,Olfr114,1,1,1
258285,Olfr122,1,2,2
258286,Olfr113,1,1,1
258287,Olfr125,1,1,1
258288,Olfr1484,1,1,1
258289,Olfr1324,1,1,1
258290,Olfr1143,1,1,1
258291,Olfr1167,1,1,1
258292,Olfr446,1,1,1
258293,Olfr437,1,1,1
258294,Olfr1115,1,1,1
258295,Olfr746,1,1,1
258296,Olfr745,1,1,1
258297,Olfr827,1,1,1
258298,Olfr1475,1,1,1
258299,Olfr1461,1,1,1
258300,Olfr1449,1,1,1
258301,Olfr1340,1,1,1
258302,Olfr420,1,1,1
258303,Olfr518,1,1,1
258304,Olfr498,1,1,1
258305,Olfr1356,1,1,1
258306,Olfr1337,1,1,1
258307,Olfr493,1,1,1
258308,Olfr510,1,2,2
258309,Olfr657,1,1,1
258310,Olfr145,1,1,1
258311,Olfr601,1,1,1
258313,Olfr726,1,1,1
258314,Olfr725,1,1,1
258315,Olfr767,1,1,1
258316,Olfr727,1,1,1
258317,Olfr1145,1,1,1
258318,Olfr186,1,1,1
258319,Olfr187,1,2,2
258320,Olfr1232,1,1,1
258321,Olfr809,1,1,1
258322,Olfr554,1,1,1
258323,Olfr943,1,3,3
258324,Olfr129,1,4,4
258325,Olfr110,1,2,2
258326,Olfr642,1,1,1
258327,Olfr958,1,1,1
258328,Olfr954,1,1,1
258329,Olfr135,1,1,1
258330,Olfr1274-ps,1,1,1
258331,Olfr1330,1,1,1
258333,Olfr893,1,1,1
258334,Olfr1396,1,1,1
258335,Olfr374,1,2,2
258336,Olfr77,1,3,3
258338,Olfr1259,1,1,1
258339,Olfr1269,1,1,1
258340,Olfr1265,1,1,1
258341,Olfr1495,1,1,1
258342,Olfr1491,1,1,1
258343,Olfr397,1,1,1
258344,Olfr390,1,1,1
258345,Olfr1121,1,1,1
258346,Olfr1128,1,1,1
258347,Olfr1123,1,1,1
258348,Olfr1133,1,1,1
258350,Olfr706,1,1,1
258351,Olfr633,1,1,1
258352,Olfr692,1,1,1
258353,Olfr521,1,1,1
258354,Olfr168,1,1,1
258355,Olfr677,1,1,1
258356,Olfr564,1,1,1
258357,Olfr574,1,1,1
258358,Olfr557,1,1,1
258359,Olfr1312,1,1,1
258360,Olfr731,1,1,1
258361,Olfr495,1,1,1
258362,Olfr1094,1,1,1
258363,Olfr1093,2,3,3
258364,Olfr976,2,3,2
258365,Olfr361,1,1,1
258366,Olfr434,1,1,1
258368,Olfr1450,1,1,1
258369,Olfr509,1,1,1
258370,Olfr1253,1,1,1
258371,Olfr368,1,1,1
258372,Olfr918,1,1,1
258373,Olfr323,1,1,1
258374,Olfr127,1,1,1
258375,Olfr794,1,1,1
258377,Olfr654,1,1,1
258378,Olfr593,1,1,1
258379,Olfr1284,1,1,1
258380,Olfr461,1,1,1
258381,Olfr460,1,1,1
258383,Olfr1347,1,1,1
258384,Olfr1350,1,1,1
258385,Olfr1323,1,1,1
258386,Olfr1058,1,1,1
258387,Olfr720,1,1,1
258388,Olfr1279,1,1,1
258389,Olfr1278,1,1,1
258390,Olfr1276,1,1,1
258391,Olfr1277,1,1,1
258392,Olfr190,1,1,1
258393,Olfr1325,1,1,1
258394,Olfr1328,1,1,1
258395,Olfr1288,1,1,1
258396,Olfr1305,1,1,1
258397,Olfr1303,1,1,1
258398,Olfr1295,1,1,1
258399,Olfr1289,1,1,1
258400,Olfr228,1,1,1
258401,Olfr1076,1,1,1
258402,Olfr1079,1,1,1
258403,Olfr1065,1,1,1
258404,Olfr1080,1,2,2
258405,Olfr1420,1,1,1
258406,Olfr462,1,1,1
258407,Olfr464,1,1,1
258408,Olfr463,1,1,1
258409,Olfr1431,1,1,1
258410,Olfr291,1,3,3
258411,Olfr290,1,1,1
258412,Olfr877,1,1,1
258413,Olfr881,1,1,1
258414,Olfr883,1,1,1
258415,Olfr887,1,1,1
258416,Olfr888,1,1,1
258417,Olfr470,1,1,1
258418,Olfr469,1,1,1
258420,Olfr221,1,1,1
258421,Olfr223,1,1,1
258422,Olfr742,1,1,1
258423,Olfr1510,1,1,1
258424,Olfr1512,1,1,1
258425,Olfr994,1,1,1
258426,Olfr995,1,1,1
258427,Olfr993,1,1,1
258428,Olfr998,1,1,1
258429,Olfr996,1,1,1
258430,Olfr938,1,1,1
258431,Olfr937,1,1,1
258432,Olfr919,1,1,1
258433,Olfr933,1,1,1
258434,Olfr934,1,1,1
258435,Olfr382,1,1,1
258436,Olfr458,1,1,1
258437,Olfr450,1,1,1
258438,Olfr215,1,1,1
258439,Olfr1309,1,1,1
258440,Olfr1317,1,1,1
258441,Olfr1310,1,1,1
258442,Olfr1314,1,1,1
258443,Olfr164,1,1,1
258444,Olfr694,1,1,1
258445,Olfr693,1,1,1
258446,Olfr1231,1,1,1
258447,Olfr1241,1,1,1
258448,Olfr92,1,1,1
258449,Olfr282,1,1,1
258450,Olfr1199,2,3,2
258451,Olfr1215,1,1,1
258453,Olfr1209,1,1,1
258454,Olfr1202,1,2,2
258455,Olfr1204,1,1,1
258456,Olfr1196,1,1,1
258457,Olfr108,1,1,1
258458,Olfr165,1,1,1
258459,Olfr1388,1,1,1
258460,Olfr1391,1,1,1
258461,Olfr1381,1,1,1
258462,Olfr1392,1,1,1
258463,Olfr1393,1,1,1
258464,Olfr1384,1,1,1
258465,Olfr1387,1,1,1
258466,Olfr1261,1,1,1
258468,Olfr1254,1,1,1
258469,Olfr90,1,1,1
258470,Olfr91,1,1,1
258471,Olfr891,1,1,1
258472,Olfr899,1,1,1
258474,Olfr890,1,1,1
258475,Olfr889,1,1,1
258477,Olfr197,1,1,1
258478,Olfr183,1,2,2
258479,Olfr203,1,1,1
258480,Olfr130,1,1,1
258481,Olfr137,1,1,1
258482,Olfr266,1,1,1
258483,Olfr1411,1,1,1
258484,Olfr1410,1,1,1
258485,Olfr724,1,1,1
258486,Olfr730,1,1,1
258487,Olfr722,1,2,2
258488,Olfr474,1,1,1
258489,Olfr486,1,1,1
258490,Olfr492,1,1,1
258491,Olfr490,1,1,1
258492,Olfr484,1,1,1
258493,Olfr319,1,1,1
258494,Olfr318,1,1,1
258495,Olfr328,1,1,1
258497,Olfr961,1,1,1
258498,Olfr148,1,1,1
258499,Olfr945,1,1,1
258500,Olfr944,1,1,1
258501,Olfr959,1,1,1
258502,Olfr279,1,1,1
258503,Olfr98,1,1,1
258504,Olfr107,1,1,1
258505,Olfr97,1,1,1
258506,Olfr95,1,1,1
258507,Olfr96,1,1,1
258508,Olfr99,1,1,1
258509,Olfr1375,1,1,1
258511,Olfr523,1,1,1
258512,Olfr530,1,1,1
258513,Olfr536,1,4,4
258515,Olfr854,1,1,1
258516,Olfr850,1,1,1
258517,Olfr855,1,1,1
258518,Olfr847,1,1,1
258519,Olfr859,1,1,1
258520,Olfr849,1,1,1
258521,Olfr860,1,2,2
258522,Olfr1183,1,1,1
258523,Olfr1186,1,1,1
258524,Olfr1168,1,1,1
258525,Olfr1170,1,1,1
258526,Olfr1367,1,1,1
258527,Olfr1368,1,1,1
258528,Olfr1370,1,1,1
258529,Olfr313,1,1,1
258530,Olfr311,1,1,1
258531,Olfr315,1,1,1
258532,Olfr373,1,1,1
258533,Olfr1364,1,1,1
258534,Olfr1361,1,1,1
258536,Olfr1360,1,1,1
258537,Olfr777,1,1,1
258538,Olfr775,1,1,1
258540,Olfr771,1,1,1
258541,Olfr800,1,1,1
258542,Olfr786,1,1,1
258543,Olfr810,1,1,1
258544,Olfr788,1,1,1
258545,Olfr811,1,1,1
258546,Olfr806,1,1,1
258547,Olfr803,1,1,1
258548,Olfr805,1,1,1
258549,Olfr798,1,1,1
258550,Olfr869,1,2,2
258551,Olfr866,1,1,1
258552,Olfr868,1,2,2
258553,Olfr872,1,2,2
258554,Olfr873,1,1,1
258555,Olfr862,1,1,1
258557,Olfr836,1,1,1
258558,Olfr837,1,1,1
258559,Olfr830,1,1,1
258560,Olfr843,1,1,1
258561,Olfr1012,1,1,1
258562,Olfr1014,1,1,1
258563,Olfr1006,1,2,2
258564,Olfr1015,1,1,1
258565,Olfr1009,1,1,1
258566,Olfr1002,1,1,1
258568,Olfr1457,1,1,1
258569,Olfr459,1,1,1
258570,Olfr1043,1,1,1
258571,Olfr1033,1,3,3
258572,Olfr1032,1,1,1
258573,Olfr1020,1,1,1
258575,Olfr1046,1,1,1
258577,Olfr1026,1,1,1
258579,Olfr1018,1,1,1
258580,Olfr1023,1,1,1
258581,Olfr1030,1,2,2
258582,Olfr1022,1,1,1
258583,Olfr1085,1,1,1
258584,Olfr1101,1,1,1
258585,Olfr1086,1,1,1
258586,Olfr1111,1,1,1
258587,Olfr1100,1,1,1
258589,Olfr703,1,1,1
258590,Olfr702,1,2,2
258591,Olfr695,1,3,3
258592,Olfr697,1,1,1
258593,Olfr700,1,1,1
258594,Olfr710,1,2,2
258595,Olfr698,1,1,1
258597,Olfr716,1,1,1
258598,Olfr828,1,1,1
258600,Olfr270,1,1,1
258601,Olfr984,1,1,1
258602,Olfr150,1,1,1
258603,Olfr972,1,1,1
258604,Olfr970,1,1,1
258605,Olfr968,1,1,1
258606,Olfr229,1,1,1
258607,Olfr971,1,1,1
258608,Olfr986,1,1,1
258609,Olfr305,1,1,1
258610,Olfr307,1,1,1
258611,Olfr297,1,1,1
258612,Olfr303,1,1,1
258613,Olfr292,1,2,2
258614,Olfr308,1,1,1
258615,Olfr360,1,1,1
258616,Olfr357,1,1,1
258617,Olfr356,1,1,1
258618,Olfr355,1,1,1
258620,Olfr350,1,1,1
258621,Olfr344,1,1,1
258622,Olfr121,1,2,2
258623,Olfr123,1,1,1
258624,Olfr120,1,1,1
258625,Olfr116,1,1,1
258626,Olfr1501,1,1,1
258627,Olfr1504,1,1,1
258628,Olfr1489,1,1,1
258629,Olfr1487,1,1,1
258630,Olfr1141,1,1,1
258631,Olfr1151,1,1,1
258632,Olfr1138,1,1,1
258633,Olfr1153,1,1,1
258634,Olfr1164,1,1,1
258635,Olfr1140,1,1,1
258636,Olfr1155,1,1,1
258638,Olfr1163,1,1,1
258639,Olfr1158,1,1,1
258640,Olfr152,1,1,1
258641,Olfr1154,1,1,1
258643,Olfr1160,1,1,1
258644,Olfr1166,1,1,1
258645,Olfr418,1,1,1
258647,Olfr435,1,1,1
258648,Olfr237-ps1,1,1,1
258649,Olfr441,1,1,1
258650,Olfr444,1,1,1
258652,Olfr1131,1,1,1
258653,Olfr1136,1,1,1
258654,Olfr1135,1,1,1
258655,Olfr1112,1,1,1
258656,Olfr365,1,1,1
258657,Olfr733,1,1,1
258658,Olfr734,1,1,1
258659,Olfr732,1,1,1
258660,Olfr736,1,1,1
258661,Olfr740,1,1,1
258662,Olfr738,1,1,1
258663,Olfr739,1,1,1
258665,Olfr815,1,1,1
258666,Olfr822,1,1,1
258667,Olfr816,1,1,1
258668,Olfr823,1,1,1
258669,Olfr824,1,1,1
258670,Olfr820,1,1,1
258671,Olfr826,1,1,1
258672,Olfr825,1,1,1
258673,Olfr1428,1,1,1
258674,Olfr1427,1,1,1
258675,Olfr1423,1,1,1
258676,Olfr1424,1,1,1
258677,Olfr76,1,1,1
258678,Olfr1441,1,1,1
258679,Olfr1440,1,1,1
258680,Olfr1434,1,2,2
258681,Olfr235,1,1,1
258682,Olfr1436,1,1,1
258683,Olfr262,1,1,1
258684,Olfr1459,1,1,1
258685,Olfr1472,1,1,1
258686,Olfr1467,1,1,1
258687,Olfr1454,1,1,1
258688,Olfr1462,1,1,1
258689,Olfr1466,1,1,1
258690,Olfr1469,1,1,1
258691,Olfr1477,1,2,2
258692,Olfr1442,1,1,1
258693,Olfr1443,1,3,3
258694,Olfr1445,1,1,1
258695,Olfr1453,1,1,1
258696,Olfr1448,1,1,1
258697,Olfr1444,1,1,1
258698,Olfr1447,1,1,1
258699,Olfr1446,1,1,1
258700,Olfr1451,1,1,1
258701,Olfr401,1,1,1
258702,Olfr410,1,1,1
258703,Olfr402,1,1,1
258704,Olfr411,1,1,1
258705,Olfr398,1,1,1
258706,Olfr43,1,1,1
258708,Olfr1342,1,1,1
258709,Olfr248,1,1,1
258710,Olfr419,1,1,1
258711,Olfr432,1,1,1
258712,Olfr433,1,1,1
258713,Olfr430,1,1,1
258715,Olfr421-ps1,1,1,1
258716,Olfr424,1,1,1
258717,Olfr429,1,1,1
258718,Olfr513,1,1,1
258719,Olfr512,1,1,1
258720,Olfr516,1,1,1
258721,Olfr514,1,1,1
258722,Olfr611,1,1,1
258723,Olfr781,1,1,1
258724,Olfr784,1,1,1
258725,Olfr1095,1,1,1
258726,Olfr599,1,1,1
258727,Olfr488,1,1,1
